0,1,2,3,ID,condition
"(43.58931292171462, 58.61673801059305)","(2736.3412537183494, 64.80697235725165)","(68.35025030835027, 2048.7770804614383)","(2756.459515344991, 2044.134404701444)",controlADC03_D03_apr22,memorize
"(98.71918305158488, 49.23256910687087)","(2765.468802147573, 84.30040629761288)","(70.0273162591593, 2060.8512297758107)","(2752.7168613509393, 2076.791155771603)",controlADC03_D05_apr23,memorize
"(85.04403975912328, 75.79804832039463)","(2778.106508017123, 121.05960240876448)","(85.04403975912328, 2064.0734600594938)","(2766.79111949503, 2099.6361097003555)",controlADC03_D06_apr10,memorize
"(112.45712109119893, 48.983566712617176)","(2778.5428789088014, 107.66600159616928)","(36.32855691794191, 2029.9122469709064)","(2781.7149024160203, 2102.8687876369445)",controlADC03_D07_apr01,memorize
"(134.42697525937706, 79.92342015526356)","(2810.303780018863, 109.34662265109182)","(116.44612928970446, 2075.797322788943)","(2798.8614234927077, 2097.0474134803744)",controlADC03_D08_apr13,memorize
"(62.36432561851507, 69.37724007835777)","(2764.178879779439, 94.67216861350971)","(100.30671842124298, 2085.0668577232827)","(2762.5979467459915, 2085.0668577232827)",controlADC04_D01_apr22,memorize
"(83.4659725749109, 73.5378727417833)","(2756.358666473192, 42.16589276645118)","(108.56355655517655, 2087.6189871580937)","(2783.024849452224, 2034.286621200029)",controlADC04_D02_apr05,memorize
"(49.99122106943287, 72.03631284916173)","(2755.187477327143, 86.16676340419326)","(60.98157150112411, 2062.859791046942)","(2759.897627512153, 2073.8501414786333)",controlADC04_D04_apr23,memorize
"(64.32565479213486, 61.273489080751915)","(2735.3987158093305, 99.09399259957945)","(58.02223753899693, 2089.3979902778788)","(2744.853841689037, 2081.5187187114566)",controlADC04_D05_apr26,memorize
"(51.66614670245929, 67.23213378799983)","(2749.9763839512443, 67.23213378799983)","(70.48062831023697, 2089.7889066241023)","(2762.519371689763, 2102.331894362621)",controlADC04_D07_apr21,memorize
"(69.26775738228218, 67.2007908292826)","(2749.090727708046, 70.33508670100855)","(81.80494086918623, 2070.015852862222)","(2760.060763259087, 2052.7772255677287)",controlADC04_D08_apr32,memorize
"(55.12932598128111, 35.4875208590297)","(2744.886272944932, 80.47192193281626)","(62.885257200899446, 2076.848617862585)","(2749.5398316767028, 2073.7462453747376)",controlADC04_D09_apr13,memorize
"(66.55546687948868, 61.08339984038321)","(2763.650438946529, 109.44732641660039)","(60.106943335993265, 2064.9620909816445)","(2734.6320830007985, 2111.713886671988)",controlADC04_D10_apr16,memorize
"(51.02894870492605, 59.94707248059194)","(2760.0705216571137, 91.59475440760389)","(51.02894870492605, 2077.4867953275775)","(2752.1586011753607, 2077.4867953275775)",controlADC04_D11_apr06,memorize
"(66.30359863600052, 68.54853805412495)","(2770.70467242255, 126.0889864325618)","(56.713523906261116, 2093.652651817457)","(2724.3526445621424, 2103.242726547196)",controlADC04_D12_apr10,memorize
"(57.52829572661949, 69.72999347021687)","(2750.73732133788, 90.38587390263365)","(59.11720960603611, 2078.1171370528914)","(2771.393201770297, 2079.7060509323082)",controlADC04_D14_apr30,memorize
"(143.81676703185076, 91.33312776608864)","(2832.264855256476, 142.90607995356595)","(122.18939998548922, 2091.0327577450485)","(2828.937568018574, 2117.6510556482626)",controlADC05_D01_apr01,memorize
"(150.50954073859066, 74.68435754189977)","(2838.9199013277225, 138.15167234999672)","(124.47166799680735, 2095.8742291228327)","(2807.999927446855, 2136.5584052818695)",controlADC05_D02_apr10,memorize
"(85.14485235434915, 51.98697671044056)","(2772.7310092142498, 89.9293695131687)","(55.1071247188562, 2055.02913008779)","(2744.2742146122037, 2108.7808532249874)",controlADC05_D03_apr05,memorize
"(122.94147224456924, 60.68928858751906)","(2803.1075451097577, 117.11383748994376)","(91.59450063211102, 2054.3566831398693)","(2771.7605734972994, 2110.7812320422945)",controlADC06_D01_apr10,memorize
"(118.07454602919188, 61.78295598207069)","(2807.8558930008057, 122.40673485806201)","(92.5487443971956, 2065.5583840937825)","(2769.567190552811, 2116.609987357775)",controlADC06_D02_apr06,memorize
"(139.96550683829423, 109.5446500402254)","(2811.385458567981, 182.86524537409514)","(101.71128318584056, 2114.703539823009)","(2792.258346741754, 2156.145615446501)",controlADC06_D03_apr01,memorize
"(118.25081887139379, 68.59723020342472)","(2818.5654378807035, 129.60314906332587)","(95.77495402827242, 2081.7925525801634)","(2776.824546029192, 2110.690093092748)",controlADC06_D05_apr22,memorize
"(134.3917365820016, 83.92753706470512)","(2824.484829329962, 134.8642110102287)","(115.29048385243027, 2080.008447304908)","(2799.0164923572, 2111.84386852086)",controlADC06_D06_apr13,memorize
"(137.356510745891, 76.99683944374192)","(2811.1871049304677, 102.28128950695327)","(112.07206068267988, 2087.110619469027)","(2808.0265486725666, 2102.9134007585335)",controlADC06_D07_apr26,memorize
"(161.24215607401447, 119.96017699115009)","(2846.197908286404, 169.4372485921158)","(131.55591311343505, 2118.833869670153)","(2819.810136765889, 2168.3109412711187)",controlADC06_D08_apr32,memorize
"(85.76507291591054, 56.425778132482264)","(2784.8879053906994, 132.43462961619434)","(50.186461583109235, 2074.7033664659366)","(2726.6683595733884, 2129.688493071175)",controlADC05_D04_apr04,memorize
"(116.26964376405704, 101.57966335340643)","(2801.194551258797, 147.53192338387862)","(83.4466008851482, 2115.2733439744616)","(2765.0892040919975, 2157.943299717043)",controlADC07_D01_apr16,memorize
"(126.03007327867635, 67.8627657258944)","(2857.222121453965, 132.57509250526027)","(135.98581586011733, 2110.4492853515203)","(2815.7398606979614, 2132.0200609446424)",controlADC07_D02_apr10,memorize
"(174.0161793513745, 78.60266270042803)","(2873.47493288834, 131.65932670681286)","(167.58506856272186, 2089.9325618515563)","(2847.7504897337294, 2122.0881157948197)",controlADC07_D03_apr32,memorize
"(126.9374229122825, 82.14078937821932)","(2838.279656098092, 154.57494739896947)","(113.76757599941902, 2092.1886744540375)","(2803.708807951825, 2148.1605238337083)",controlADC07_D04_apr23,memorize
"(111.78705651889959, 70.33508670100855)","(2800.8968294275555, 121.16582021330623)","(105.22825219473225, 2067.491003409998)","(2751.7057969963, 2121.6011390843796)",controlADC07_D05_apr13,memorize
"(117.70097221214519, 113.4693825727345)","(2794.005114996735, 149.7024232750491)","(102.8783646521074, 2109.5805339911485)","(2774.241638250018, 2157.3422694623814)",controlADC07_D06_apr06,memorize
"(130.2034752956538, 81.70677646375952)","(2817.9797213959223, 91.34038308060644)","(152.68189073496296, 2099.947362693173)","(2827.613328012769, 2090.313756076326)",controlADC07_D07_apr05,memorize
"(135.5745846332436, 105.9798665022131)","(2827.425415366757, 127.54121018646174)","(125.6231952405135, 2092.9406152506713)","(2807.522636581296, 2117.8190887324968)",controlADC07_D08_apr14,memorize
"(135.6733657404045, 97.4722846985419)","(2811.706885293478, 137.19077849524774)","(109.19436987593372, 2090.016723499964)","(2786.882826670537, 2123.115468330552)",controlADC07_D09_apr04,memorize
"(137.57951824711563, 113.0281143437569)","(2822.1474642675757, 130.81742001015755)","(137.57951824711563, 2090.875462526301)","(2817.2958354494667, 2118.36802582892)",controlADC07_D10_apr21,memorize
"(145.65337734890795, 94.97282884713059)","(2834.3125952260034, 142.5452006094465)","(150.574657186389, 2086.450736414424)","(2803.1444895886243, 2166.831640426613)",controlADC07_D11_apr26,memorize
"(104.65330479576266, 68.96034970615983)","(2746.3466952042368, 90.96136545019226)","(107.79630704491012, 2044.3372632953642)","(2741.6321918305157, 2067.9097801639705)",controlADC08_D01_apr13,memorize
"(119.00054414858869, 133.33153159689482)","(2783.9501197126906, 163.36853370093604)","(117.33182180947529, 2107.4300587680477)","(2762.2567293042166, 2139.1357832112026)",controlADC08_D02_apr23,memorize
"(135.69770732061193, 92.35482115649711)","(2796.8977363418708, 49.277842269462326)","(145.27036929550854, 2043.5824203729233)","(2816.043060291664, 2069.1095189726475)",controlADC08_D03_apr05,memorize
"(155.72183124138405, 84.2591961111516)","(2789.427120365668, 115.11024450409923)","(147.6031342958713, 2076.5874265399407)","(2804.0407748675907, 2092.824820430966)",controlADC08_D04_apr10,memorize
"(135.60088514837093, 101.7993542770082)","(2783.7297395342084, 126.07926431110809)","(122.65159979685086, 2076.5653703838066)","(2764.305811506929, 2107.3199230936666)",controlADC08_D05_apr21,memorize
"(133.15159979685063, 74.28212290502825)","(2769.949829500108, 122.84194297322802)","(121.82097511427082, 2079.8026917216866)","(2768.3311688311683, 2108.9385837626064)",controlADC08_D06_apr26,memorize
"(90.4502285424071, 73.74581005586651)","(2740.4792498004795, 115.52916636436248)","(92.05728070811847, 2066.490495537982)","(2724.4087281433654, 2085.775121526519)",controlADC09_D02_apr21,memorize
"(120.87713124863933, 74.9419212072844)","(2766.139410868461, 108.50718276137286)","(109.68871073060984, 2071.275810781398)","(2746.959261408982, 2090.4559602408767)",controlADC09_D03_apr23,memorize
"(115.11797141406055, 63.29278821736989)","(2764.471522890518, 100.72223028368307)","(100.47166799680735, 2084.482659798303)","(2757.9620547050727, 2082.8552927519413)",controlADC09_D04_apr10,memorize
"(156.60277153014567, 110.14006384676804)","(2796.065878255823, 131.22981208735428)","(116.04556337517215, 2074.7312268736855)","(2799.310454908221, 2147.734201552638)",controlADC09_D05_apr13,memorize
"(121.24047739969478, 92.87589784517195)","(2752.743053036349, 122.25992164260379)","(77.16444170354748, 2071.4001668722344)","(2741.315932670681, 2123.6384314010015)",controlADC09_D07_apr30,memorize
"(96.43680621054898, 55.48084596967283)","(2765.0691794239283, 93.6496045853587)","(75.76206196038572, 2051.388848581586)","(2779.3824639048103, 2052.9792135239063)",controlADC09_D09_apr14,memorize
"(175.57150112457362, 117.95142566930281)","(2827.4194297322792, 174.51530871363275)","(140.634985126605, 2091.0327577450485)","(2787.491982877458, 2147.5966407893784)",controlADC10_D01_apr01,memorize
"(121.3232605383439, 122.45784662265123)","(2784.305194805195, 153.94300950446222)","(114.69480519480476, 2087.794855982007)","(2747.8486904157294, 2115.9657911920485)",controlADC10_D02_apr21,memorize
"(187.58231154320515, 115.21820358412515)","(2826.682652542988, 128.40546325183186)","(159.5593847493285, 2071.877856780092)","(2790.4176884567946, 2109.791228324748)",controlADC10_D03_apr26,memorize
"(167.8657404048463, 115.82939127911231)","(2779.477145759269, 144.0003264891534)","(119.80943916418755, 2059.623920771966)","(2797.705397954002, 2101.0517666690853)",controlADC10_D04_apr06,memorize
"(148.54244358992923, 86.2285786838861)","(2801.9052818689697, 139.3955234709424)","(155.18831168831116, 2063.3743379525504)","(2805.2282159181605, 2109.8954146412248)",controlADC10_D05_apr05,memorize
"(137.00874265399352, 116.5050061670172)","(2774.5513676267865, 151.0149096713344)","(105.78549662627825, 2067.1362185300736)","(2758.1180802437784, 2104.932779510992)",controlADC10_D06_apr13,memorize
"(213.84477254588955, 119.95490822027114)","(2863.166400638468, 209.1807661612129)","(179.5271348762965, 2093.2190742218677)","(2827.132881085395, 2113.8096568236233)",controlADC10_D08_apr16,memorize
"(116.83802510338796, 100.13556555176683)","(2768.6337154465646, 106.60730610171959)","(113.60215482841159, 2052.9832765000365)","(2758.926104621636, 2075.6343684248714)",controlADC11_D02_apr26,memorize
"(140.9078212290499, 147.32122905027973)","(2793.980446927375, 155.701117318436)","(137.55586592178747, 2071.343575418995)","(2799.008379888269, 2133.354748603352)",controlADC11_D03_apr21,memorize
"(145.46339693825712, 105.65381266777922)","(2853.8737575273885, 61.00968584488146)","(150.4238554741346, 2056.7675034462745)","(2784.4273380251034, 2108.0255749836756)",controlADC11_D04_apr05,memorize
"(157.05561198577925, 136.7646013204676)","(2815.05967496191, 153.87988826815672)","(146.78643981716573, 2108.445657694261)","(2789.3867445403766, 2122.137887252413)",controlADC11_D07_apr32,memorize
"(162.4943045781033, 107.00460712471886)","(2776.4303127040566, 125.42439962272374)","(139.05093230791522, 2074.573351229776)","(2793.1755786113335, 2099.691250090692)",controlADC11_D10_apr13,memorize
"(118.99927446854781, 121.27348908075146)","(2761.254226220707, 131.12040194442397)","(114.07581803671155, 2087.373757527389)","(2734.9957919175804, 2107.067583254734)",controlADC12_D01_apr21,memorize
"(143.16164840745796, 88.2538271784083)","(2789.401218892839, 99.71649858521414)","(146.436697380831, 2087.6712254226227)","(2791.038743379526, 2100.7714213161144)",controlADC12_D02_apr26,memorize
"(130.97166799680758, 99.09486323732199)","(2814.4999274468555, 118.62326779365912)","(121.20746571863879, 2090.9921279837486)","(2783.579953565987, 2102.383697308279)",controlADC12_D03_apr13,memorize
"(167.92737430167563, 113.94489588623719)","(2812.2239715591677, 102.53301168105645)","(164.66683595733844, 2089.8311325545965)","(2805.702894870493, 2094.7219400711024)",controlADC12_D04_apr30,memorize
"(145.76471015018467, 86.56290357687021)","(2797.8099833127762, 107.44514982224518)","(182.71022273815527, 2060.738337081913)","(2804.2352898498148, 2086.439563230066)",controlADC12_D05_apr22,memorize
"(145.68932743234404, 123.72172241166618)","(2784.5524196473916, 140.69190306899782)","(149.08336356381028, 2080.383552201988)","(2779.4613654501923, 2112.626895450918)",controlADC12_D06_apr05,memorize
"(176.65871000507843, 68.08303707465757)","(2749.335195530726, 95.71127475876119)","(165.2823768410359, 2062.1917216861357)","(2801.341289994921, 2071.942864398172)",controlADC13_D01_apr16,memorize
"(173.36722774432246, 113.31876224334337)","(2796.791010665312, 131.41134005659114)","(148.69553072625672, 2065.672386272945)","(2788.5671116592903, 2095.278422694624)",controlADC13_D02_apr10,memorize
"(129.93858376260573, 100.09043749546572)","(2778.927918450265, 130.81742001015755)","(104.06323006602315, 2087.641043314228)","(2770.841870420083, 2115.1336066168474)",controlADC13_D03_apr21,memorize
"(127.16168468403066, 122.04168178190548)","(2773.540557208155, 112.26441993760454)","(133.6798592468981, 2046.5327214684758)","(2734.431509830951, 2084.0122252049628)",controlADC13_D04_apr13,memorize
"(140.81792788217354, 118.30548501777548)","(2790.0815134586087, 133.11503301168113)","(139.17242254951725, 2066.583798882682)","(2753.8803961401727, 2094.5573895378366)",controlADC13_D05_apr23,memorize
"(114.37546252630023, 92.41939345570654)","(2763.877747950374, 128.1576217079014)","(96.5063484002028, 2079.1399912936226)","(2763.877747950374, 2116.5026844663716)",controlADC14_D01_apr01,memorize
"(155.32467532467513, 116.33116883116918)","(2824.545454545455, 158.5389610389616)","(136.75324675324646, 2101.7857142857147)","(2800.909090909091, 2128.798701298702)",controlADC14_D02_apr23,memorize
"(171.73082783138602, 113.92124356090835)","(2807.387796560981, 117.22821591816046)","(173.38431401001185, 2074.955851411159)","(2805.734310382355, 2094.797685554669)",controlADC15_D01_apr21,memorize
"(174.46444895886202, 108.52851338605524)","(2831.005114996735, 115.11633896829426)","(187.64010012334006, 2076.641406079954)","(2784.8903359210626, 2093.1109700355514)",controlADC15_D02_apr06,memorize
"(153.52024232750432, 129.88061379960845)","(2781.1397736341873, 151.55514039033596)","(143.51661467024542, 2100.5952622796203)","(2792.810672567656, 2113.933432489299)",controlADC15_D03_apr04,memorize
"(177.16897627512094, 153.46270768337808)","(2836.9955742581437, 215.60012334034718)","(158.18254371326952, 2098.7090256112606)","(2811.104984401073, 2166.024559239643)",controlADC15_D04_apr16,memorize
"(205.77272727272702, 131.5259740259744)","(2853.045454545456, 155.1623376623379)","(185.51298701298674, 2106.8506493506497)","(2832.7857142857156, 2149.058441558442)",controlADC15_D05_apr05,memorize
"(175.20391061452506, 103.74581005586651)","(2845.0363128491626, 130.56145251396674)","(161.79608938547472, 2086.4273743016765)","(2845.0363128491626, 2094.807262569833)",controlADC15_D06_apr01,memorize
"(186.31030980192963, 148.8677718929116)","(2830.387796560981, 172.31114416309947)","(174.5886236668357, 2124.8091489516073)","(2825.3642167887974, 2133.1817819052458)",controlADC16_D01_apr13,memorize
"(171.06094464194985, 132.94438801422075)","(2843.361604875572, 179.01853732859354)","(147.17064499746016, 2095.3618588115796)","(2792.16810563738, 2160.206957846623)",controlADC16_D02_apr23,memorize
"(188.21827613727032, 118.776935355148)","(2831.474461292898, 156.7737430167599)","(153.52553870710267, 2094.6109337589787)","(2793.4776536312856, 2125.9996009577017)",controlADC16_D03_apr04,memorize
"(216.5375462526299, 113.6702096785898)","(2857.9610389610393, 130.16879489225857)","(181.89051730392498, 2080.301567147936)","(2836.5128781832695, 2113.298737575274)",controlADC16_D04_apr26,memorize
"(180.11013567438135, 145.20949720670433)","(2806.845969672785, 150.16560255387094)","(178.458100558659, 2107.8272146847567)","(2790.3256185155624, 2135.9118116520353)",controlADC17_D01_apr26,memorize
"(222.53293912791082, 133.21515635202786)","(2860.156098091852, 151.55514039033596)","(214.19658274686185, 2093.9261771747806)","(2848.485199158383, 2123.9370601465575)",controlADC17_D02_apr05,memorize
"(173.52441413335282, 124.07287963433237)","(2817.7600667488946, 150.93495610534728)","(139.94681854458395, 2101.793259812813)","(2799.2923891750715, 2138.728614960459)",controlADC17_D03_apr22,memorize
"(180.3954871943697, 133.2717478052673)","(2823.738736124211, 165.36345498077344)","(173.63933831531585, 2089.1768482913735)","(2789.9579917289416, 2126.33566712617)",controlADC17_D04_apr21,memorize
"(166.37705869549427, 125.09703983167674)","(2821.9527679024895, 158.500507872016)","(176.39809910759618, 2104.252521221795)","(2793.5598200682007, 2137.6559892621344)",controlADC17_D05_apr04,memorize
"(214.63803235870273, 137.97551331350223)","(2875.9643038525724, 174.5916346223612)","(209.64492490749467, 2121.903540593485)","(2847.670028295727, 2158.519661902344)",controlADC17_D06_apr13,memorize
"(190.30145831821756, 130.0508234781978)","(2836.376333164043, 148.41475005441498)","(175.27642748313087, 2099.999310745121)","(2818.0124065878254, 2151.7521947326422)",controlADC17_D07_apr01,memorize
"(183.2494377131245, 118.73253283029817)","(2839.655154900965, 167.98813756076333)","(152.6769933976634, 2114.4337589784523)","(2787.0026119132262, 2139.910795908003)",controlADC17_D08_apr32,memorize
"(131.2505260103021, 122.54853805412495)","(2786.5084524414137, 144.70409199738833)","(115.91206558804288, 2104.618479286077)","(2762.648625117899, 2136.999673510847)",controlADC18_D01_apr19,memorize
"(134.6929913661752, 120.19128636726373)","(2785.889392730175, 161.9818979902775)","(122.99162011173144, 2087.6932815787563)","(2782.546143800334, 2127.81226873685)",controlADC18_D02_apr23,memorize
"(191.20884422839708, 132.52474062250622)","(2828.1891823260535, 169.47605746209138)","(160.97594863237305, 2094.3037437422918)","(2811.393129217151, 2141.332692447218)",controlADC18_D03_apr21,memorize
"(187.56489878836237, 115.83040702314474)","(2826.320612348546, 148.23917144308234)","(153.45040992527015, 2114.9394544003485)","(2805.8519190306906, 2145.6424943771317)",controlADC18_D04_apr01,memorize
"(147.53297540448352, 111.69850540520929)","(2786.4011463396946, 165.9334324892984)","(111.94130450555008, 2098.0527098599728)","(2766.0630486831615, 2152.287636944062)",controlADC18_D05_apr05,memorize
"(200.93600812595196, 153.07440325038078)","(2824.7856780091415, 178.89969527679023)","(171.66734382935465, 2119.2399695276795)","(2812.733875063484, 2145.0652615540885)",controlADC18_D06_apr14,memorize
"(177.14804469273713, 129.53148806500803)","(2806.787455561199, 165.36693753174222)","(146.431945149822, 2105.600558659218)","(2803.3745556119866, 2141.436008125953)",controlADC18_D07_apr06,memorize
"(206.45559747515017, 126.9520786476096)","(2850.4082928244948, 191.3560545599653)","(170.86392657621673, 2109.9166001596172)","(2840.239243996228, 2153.98247841544)",controlADC18_D08_apr13,memorize
"(176.60995429151808, 128.70220561561337)","(2825.08561271131, 164.30911267503416)","(135.91634622360834, 2109.1244649205546)","(2818.3033446999925, 2137.9491039686573)",controlADC19_D01_apr32,memorize
"(147.770369295509, 110.6142712036567)","(2806.5761445258654, 140.37702241892202)","(147.770369295509, 2099.7581440905465)","(2765.2389900602193, 2127.867409127186)",controlADC19_D02_apr22,memorize
"(163.5691794239275, 95.75422622070664)","(2789.4234927084085, 89.25056228687527)","(152.18776753972236, 2069.6162301385766)","(2818.68998041065, 2059.860734237829)",controlADC19_D03_apr06,memorize
"(149.86265689617585, 129.99408691866802)","(2813.1435101211646, 158.3623666835956)","(98.13226438366041, 2097.4177247333673)","(2759.7443952695357, 2145.810672567656)",controlADC19_D04_apr13,memorize
"(192.3760792280343, 123.48070086338248)","(2839.0799898425603, 168.59497206703918)","(173.99619095987805, 2105.166835957339)","(2837.409090909092, 2155.293803961402)",controlADC20_D01_apr23,memorize
"(186.7222665602551, 150.411412609737)","(2826.8354494667337, 153.75756366538508)","(180.0299644489587, 2081.1405717187845)","(2811.7777697163174, 2139.698215192629)",controlADC20_D02_apr16,memorize
"(170.80352608285534, 104.0461800769067)","(2802.654356816368, 122.24250888776078)","(174.11194950301046, 2059.3244213886674)","(2766.2616991946597, 2095.7170790103755)",controlADC20_D03_apr19,memorize
"(179.23082783138648, 123.58836973082771)","(2803.1479721395917, 131.95011971268968)","(165.85202786040782, 2098.633715446565)","(2811.5097221214537, 2096.9613654501927)",controlADC20_D04_apr22,memorize
"(183.27247333671903, 92.85500253936016)","(2826.6396648044683, 168.9596241747081)","(130.84484509903496, 2047.8981716607418)","(2796.1978161503293, 2112.164296597258)",controlADC20_D05_apr26,memorize
"(180.5380904012186, 133.7386998476386)","(2858.445657694261, 166.35424073133572)","(175.38826815642437, 2109.553834433723)","(2824.1135093956323, 2135.3029456576946)",controlADC20_D06_apr30,memorize
"(179.11601247914064, 147.84680403395487)","(2803.5809330334478, 175.38217369222957)","(132.65007618080222, 2068.4388376986144)","(2772.6036421678887, 2125.230537618806)",controlADC20_D07_apr13,memorize
"(12.534970615976079, 12.427229195385621)","(1004.922694623812, 19.113727055067784)","(1.3908075165057312, 736.2406225059857)","(996.5645722992092, 756.8573242400058)",controlADC21_DO1_apr04,memorize
"(19.257237176231513, 13.699230936661138)","(880.7779510991802, 29.811833417978733)","(7.676304142784488, 662.7349996372343)","(867.6864615831096, 675.8264891533049)",controlADC21_DO2_apr21,memorize
"(15.99524776899068, 15.01302328955967)","(902.6004861060728, 30.423311325546024)","(11.372161358194717, 680.7374664441704)","(901.0594573024741, 692.038344337227)",controlADC21_DO3_apr05,memorize
"(10.425995791917444, 4.765617064499793)","(846.3427047812525, 4.295472683740968)","(9.015562649640742, 638.9903867082639)","(844.9322716389759, 635.6993760429516)",controlADC21_DO4_apr01,memorize
"(12.065987085540087, 8.030218384966929)","(839.3096931001959, 13.654538199230842)","(9.253827178408073, 630.9236378146993)","(842.5905463251833, 632.7984110861206)",controlADC21_DO5_apr23,memorize
"(6.886272944932102, 6.663607342378327)","(979.4002394253794, -0.3914604948123497)","(5.258180367118882, 727.3659217877097)","(972.8878691141263, 730.0794094173984)",controlADC21_DO6_apr06,memorize
"(7.2006457229920215, 15.41786983965767)","(1012.5100848871798, 4.128600449829605)","(18.489915112820086, 762.7675034462745)","(1021.5415003990422, 751.4782340564465)",controlADC21_DO7_apr30,memorize
"(16.36991221069411, 10.210295291301009)","(1566.7290502793298, 26.012370311253108)","(2.323623304069997, 1175.1743814844376)","(1567.6069433359935, 1176.9301675977656)",controlADC21_DO8_apr16,memorize
"(11.405826017557729, 15.432960893854897)","(892.6667996807662, 1.578212290502961)","(15.364325618515466, 667.1009577015164)","(906.0267358339984, 647.308459696728)",controlADC22_D01_apr21,memorize
"(13.478814481607685, 15.073967931509856)","(894.00700137851, 14.574802292679351)","(8.986323732133656, 665.4867953275775)","(880.5295291300881, 673.9726111876951)",controlADC22_D02_apr32,memorize
"(13.817637669592898, 6.03152434158028)","(887.1616121308858, 11.969273743016856)","(3.4265762170789458, 656.2150837988828)","(880.23423782921, 670.0698324022347)",controlADC22_D03_apr04,memorize
"(12.210077631865204, 10.613690778495311)","(894.797322788943, 29.136508742654087)","(5.702060509322905, 656.4092360153813)","(879.2782050351883, 680.4388376986143)",controlADC22_D05_apr13,memorize
"(12.441739824421234, 9.139701081041949)","(894.0727345280416, 17.67485307988113)","(8.927265471958094, 657.3091852281798)","(886.0396502938402, 678.3960313429588)",controlADC23_D01_apr21,memorize
"(13.489624900239335, 22.076217079010462)","(890.9996009577014, 34.334796488427855)","(2.763367916999073, 673.3132482043097)","(886.4026336791699, 686.5933758978452)",controlADC23_D02_apr22,memorize
"(13.699085830370564, 11.24896611768122)","(894.8715446564611, 24.922331858086068)","(9.647718203583963, 665.5448378437206)","(881.1981789160561, 675.1668359573388)",controlADC23_D04_apr32,memorize
"(18.46655300007245, 12.654175433505202)","(888.549989117028, 32.234818254371476)","(14.45001088297164, 662.8319306391934)","(879.0107015889137, 676.8898280490461)",controlADC23_D05_apr16,memorize
"(10.364325618515466, 11.969273743016856)","(891.625299281724, 16.91739824421404)","(6.405826017557786, 666.6061452513968)","(883.2134876296889, 671.5542697525939)",controlADC23_D06_apr30,memorize
"(10.25774504824767, 6.069832402234738)","(879.7651091924835, 10.051549009649648)","(5.280599288978976, 660.0667851701372)","(884.2445403758253, 669.0256475368208)",controlADC23_D07_apr05,memorize
"(6.822353624029574, 10.388195603279428)","(884.2539722846985, 7.935899296234538)","(5.350975839802629, 659.2657984473628)","(881.3112167162448, 671.5272799825873)",controlADC23_D08_apr14,memorize
"(19.062722194006938, 18.807262569832574)","(965.2282884713052, 24.840782122905125)","(7.54418486541374, 724.7290502793297)","(960.2917724733368, 740.6356018283394)",controlADC24_D01_apr23,memorize
"(19.918994413407688, 14.695530726256948)","(986.9581005586595, 30.89664804469271)","(5.952513966480296, 732.013966480447)","(969.6396648044695, 749.332402234637)",controlADC24_D02_apr13,memorize
"(23.427882173692183, 14.97181310309793)","(999.5172676485529, 45.68791264601305)","(2.381665820213243, 740.7818689690199)","(979.0398679532761, 767.5162519045201)",controlADC24_D03_apr05,memorize
"(13.381665820213186, 8.743270695784645)","(902.665566277298, 33.12112747587605)","(4.747841543930804, 666.945403758253)","(887.9372778059926, 687.7681564245811)",controlADC25_D02_apr21,memorize
"(12.444641950228402, 13.821990858303707)","(897.665566277298, 30.073895378364682)","(9.397409852716976, 675.5792280345354)","(888.0159979685118, 688.276028440833)",controlADC25_D03_apr04,memorize
"(19.468439381847077, 9.195421896539301)","(898.1160487557136, 21.314699267213314)","(4.824312558949316, 659.0916708989336)","(885.4918014945947, 682.8252557498369)",controlADC25_D04_apr01,memorize
"(19.29133715446551, 4.7246970906189745)","(905.4409417398247, 24.701480084161744)","(10.071283465138094, 675.739715591671)","(891.0986360008708, 687.5208953058117)",controlADC25_D05_apr23,memorize
"(18.436951316839497, 7.2893056664007645)","(1140.224660814046, 30.912609736632135)","(8.221468475658355, 848.1512370311254)","(1125.5399042298482, 862.1975259377496)",controlADC26_D02_apr19,memorize
"(22.96013204672414, 26.28313864906056)","(1138.4908583037077, 49.03580497714586)","(5.408075165058335, 862.931183341798)","(1120.2887252412395, 886.9840020314882)",controlADC26_D03_apr21,memorize
"(15.606145251396583, 18.781723862729564)","(1136.116919393456, 35.38188347964888)","(8.583000798084527, 844.3204309656825)","(1122.7090981644058, 865.3898643256186)",controlADC26_D04_apr10,memorize
"(10.30976565334089, 5.908474207357017)","(930.6086846114779, 12.21189146049494)","(9.259196111151255, 706.6383588478562)","(946.8925125154176, 711.8912065588045)",controlADC26_D05_apr14,memorize
"(11.790502793296127, 7.000253936008221)","(947.2094972067041, 14.39487049263596)","(10.205942102590143, 702.6223971559168)","(940.3430675469783, 715.8270695784663)",controlADC26_D06_apr01,memorize
"(13.254480156714521, 5.612747587607828)","(2647.557607197272, 8.523579772182984)","(16.16531234128979, 1986.4340491910325)","(2641.7359428281216, 1970.424472175869)",controlADC26_D07_apr22,memorize
"(21.279474715228844, 14.463650874265113)","(2664.857795835451, 18.864724660813863)","(16.878400928680207, 1987.6117318435754)","(2648.720525284772, 1996.413879416673)",controlADC26_D08_apr23,memorize
"(20.248603351954785, -1.6620111731840552)","(2639.131284916201, 14.315642458100683)","(23.15363128491572, 1969.3994413407825)","(2649.298882681564, 1959.2318435754194)",controlADC26_D10_apr06,memorize
