drawing_name,average,object_name,image_name,identity,matched,condition,participant,order,img_rx,img_ry,img_cx,img_cy,drawn_rx,drawn_ry,drawn_cx,drawn_cy
AD01_d11_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD01,d11,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD02_d03_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD02,d03,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD06_d06_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD06,d06,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD07_d01_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD07,d01,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD08_d07_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD08,d07,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD12_d08_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD12,d08,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD13_d06_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD13,d06,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD14_d04_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD14,d04,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD15_d06_apr10,0.3333333333333333,armchair1,a-pr10,nonspecific,0,search,AD15,d06,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD16_d04_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD16,d04,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD17_d01_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD17,d01,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD18_d01_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD18,d01,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD19_d01_apr10,0.6666666666666666,armchair1,a-pr10,nonspecific,1,search,AD19,d01,82.5,89.5,871.5,620.5,99,80,458,205
AD21_d09_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD21,d09,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD24_d08_apr10,0.3333333333333333,armchair1,a-pr10,nonspecific,0,search,AD24,d08,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD25_d09_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD25,d09,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD26_d10_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD26,d10,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD27_d07_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD27,d07,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD29_d11_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD29,d11,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD30_d03_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD30,d03,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD31_d10_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD31,d10,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD32_d07_apr10,0,armchair1,a-pr10,nonspecific,0,search,AD32,d07,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD35_d01_apr10,0.3333333333333333,armchair1,a-pr10,nonspecific,0,search,AD35,d01,82.5,89.5,871.5,620.5,NA,NA,NA,NA
AD01_d11_apr10,1,bed1,a-pr10,nonspecific,1,search,AD01,d11,288.5,170.5,370.5,619.5,132,158,249,298
AD02_d03_apr10,1,bed1,a-pr10,nonspecific,1,search,AD02,d03,288.5,170.5,370.5,619.5,169,133,328,286
AD06_d06_apr10,1,bed1,a-pr10,nonspecific,1,search,AD06,d06,288.5,170.5,370.5,619.5,204,174,254,236
AD07_d01_apr10,1,bed1,a-pr10,nonspecific,1,search,AD07,d01,288.5,170.5,370.5,619.5,127,136,439,221
AD08_d07_apr10,1,bed1,a-pr10,nonspecific,1,search,AD08,d07,288.5,170.5,370.5,619.5,154,141,250,202
AD12_d08_apr10,0.6666666666666666,bed1,a-pr10,nonspecific,1,search,AD12,d08,288.5,170.5,370.5,619.5,196,207,303,162
AD13_d06_apr10,1,bed1,a-pr10,nonspecific,1,search,AD13,d06,288.5,170.5,370.5,619.5,164,202,329,275
AD14_d04_apr10,1,bed1,a-pr10,nonspecific,1,search,AD14,d04,288.5,170.5,370.5,619.5,173,185,168,195
AD15_d06_apr10,1,bed1,a-pr10,nonspecific,1,search,AD15,d06,288.5,170.5,370.5,619.5,237,236,251,234
AD16_d04_apr10,1,bed1,a-pr10,nonspecific,1,search,AD16,d04,288.5,170.5,370.5,619.5,145,187,218,247
AD17_d01_apr10,1,bed1,a-pr10,nonspecific,1,search,AD17,d01,288.5,170.5,370.5,619.5,192,147,252,318
AD18_d01_apr10,0.6666666666666666,bed1,a-pr10,nonspecific,1,search,AD18,d01,288.5,170.5,370.5,619.5,230,163,283,259
AD19_d01_apr10,1,bed1,a-pr10,nonspecific,1,search,AD19,d01,288.5,170.5,370.5,619.5,216,185,262,240
AD21_d09_apr10,0.6666666666666666,bed1,a-pr10,nonspecific,1,search,AD21,d09,288.5,170.5,370.5,619.5,91,146,71,223
AD24_d08_apr10,1,bed1,a-pr10,nonspecific,1,search,AD24,d08,288.5,170.5,370.5,619.5,254,121,167,303
AD25_d09_apr10,1,bed1,a-pr10,nonspecific,1,search,AD25,d09,288.5,170.5,370.5,619.5,171,84,262,234
AD26_d10_apr10,1,bed1,a-pr10,nonspecific,1,search,AD26,d10,288.5,170.5,370.5,619.5,205,185,187,267
AD27_d07_apr10,1,bed1,a-pr10,nonspecific,1,search,AD27,d07,288.5,170.5,370.5,619.5,103,80,165,298
AD29_d11_apr10,1,bed1,a-pr10,nonspecific,1,search,AD29,d11,288.5,170.5,370.5,619.5,174,148,150,239
AD30_d03_apr10,1,bed1,a-pr10,nonspecific,1,search,AD30,d03,288.5,170.5,370.5,619.5,159,201,348,263
AD31_d10_apr10,1,bed1,a-pr10,nonspecific,1,search,AD31,d10,288.5,170.5,370.5,619.5,176,161,340,267
AD32_d07_apr10,1,bed1,a-pr10,nonspecific,1,search,AD32,d07,288.5,170.5,370.5,619.5,167,146,227,208
AD35_d01_apr10,1,bed1,a-pr10,nonspecific,1,search,AD35,d01,288.5,170.5,370.5,619.5,113,112,187,296
AD01_d11_apr10,0,book1,a-pr10,nonspecific,0,search,AD01,d11,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD02_d03_apr10,0.3333333333333333,book1,a-pr10,nonspecific,0,search,AD02,d03,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD06_d06_apr10,0,book1,a-pr10,nonspecific,0,search,AD06,d06,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD07_d01_apr10,0,book1,a-pr10,nonspecific,0,search,AD07,d01,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD08_d07_apr10,0,book1,a-pr10,nonspecific,0,search,AD08,d07,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD12_d08_apr10,0.3333333333333333,book1,a-pr10,nonspecific,0,search,AD12,d08,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD13_d06_apr10,0,book1,a-pr10,nonspecific,0,search,AD13,d06,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD14_d04_apr10,0,book1,a-pr10,nonspecific,0,search,AD14,d04,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD15_d06_apr10,0,book1,a-pr10,nonspecific,0,search,AD15,d06,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD16_d04_apr10,0.3333333333333333,book1,a-pr10,nonspecific,0,search,AD16,d04,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD17_d01_apr10,0,book1,a-pr10,nonspecific,0,search,AD17,d01,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD18_d01_apr10,0,book1,a-pr10,nonspecific,0,search,AD18,d01,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD19_d01_apr10,0.3333333333333333,book1,a-pr10,nonspecific,0,search,AD19,d01,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD21_d09_apr10,0,book1,a-pr10,nonspecific,0,search,AD21,d09,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD24_d08_apr10,0,book1,a-pr10,nonspecific,0,search,AD24,d08,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD25_d09_apr10,0,book1,a-pr10,nonspecific,0,search,AD25,d09,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD26_d10_apr10,0.3333333333333333,book1,a-pr10,nonspecific,0,search,AD26,d10,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD27_d07_apr10,0,book1,a-pr10,nonspecific,0,search,AD27,d07,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD29_d11_apr10,0,book1,a-pr10,nonspecific,0,search,AD29,d11,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD30_d03_apr10,0,book1,a-pr10,nonspecific,0,search,AD30,d03,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD31_d10_apr10,0,book1,a-pr10,nonspecific,0,search,AD31,d10,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD32_d07_apr10,0,book1,a-pr10,nonspecific,0,search,AD32,d07,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD35_d01_apr10,0,book1,a-pr10,nonspecific,0,search,AD35,d01,28.5,9.5,53.5,650.5,NA,NA,NA,NA
AD01_d11_apr10,0,books1,a-pr10,nonspecific,0,search,AD01,d11,50,21,54,618,NA,NA,NA,NA
AD02_d03_apr10,0,books1,a-pr10,nonspecific,0,search,AD02,d03,50,21,54,618,NA,NA,NA,NA
AD06_d06_apr10,0,books1,a-pr10,nonspecific,0,search,AD06,d06,50,21,54,618,NA,NA,NA,NA
AD07_d01_apr10,0,books1,a-pr10,nonspecific,0,search,AD07,d01,50,21,54,618,NA,NA,NA,NA
AD08_d07_apr10,0.3333333333333333,books1,a-pr10,nonspecific,0,search,AD08,d07,50,21,54,618,NA,NA,NA,NA
AD12_d08_apr10,0,books1,a-pr10,nonspecific,0,search,AD12,d08,50,21,54,618,NA,NA,NA,NA
AD13_d06_apr10,0,books1,a-pr10,nonspecific,0,search,AD13,d06,50,21,54,618,NA,NA,NA,NA
AD14_d04_apr10,0.3333333333333333,books1,a-pr10,nonspecific,0,search,AD14,d04,50,21,54,618,NA,NA,NA,NA
AD15_d06_apr10,1,books1,a-pr10,nonspecific,1,search,AD15,d06,50,21,54,618,30,21,37,263
AD16_d04_apr10,0,books1,a-pr10,nonspecific,0,search,AD16,d04,50,21,54,618,NA,NA,NA,NA
AD17_d01_apr10,0,books1,a-pr10,nonspecific,0,search,AD17,d01,50,21,54,618,NA,NA,NA,NA
AD18_d01_apr10,0,books1,a-pr10,nonspecific,0,search,AD18,d01,50,21,54,618,NA,NA,NA,NA
AD19_d01_apr10,0,books1,a-pr10,nonspecific,0,search,AD19,d01,50,21,54,618,NA,NA,NA,NA
AD21_d09_apr10,0.3333333333333333,books1,a-pr10,nonspecific,0,search,AD21,d09,50,21,54,618,NA,NA,NA,NA
AD24_d08_apr10,0,books1,a-pr10,nonspecific,0,search,AD24,d08,50,21,54,618,NA,NA,NA,NA
AD25_d09_apr10,0,books1,a-pr10,nonspecific,0,search,AD25,d09,50,21,54,618,NA,NA,NA,NA
AD26_d10_apr10,0,books1,a-pr10,nonspecific,0,search,AD26,d10,50,21,54,618,NA,NA,NA,NA
AD27_d07_apr10,0,books1,a-pr10,nonspecific,0,search,AD27,d07,50,21,54,618,NA,NA,NA,NA
AD29_d11_apr10,0,books1,a-pr10,nonspecific,0,search,AD29,d11,50,21,54,618,NA,NA,NA,NA
AD30_d03_apr10,0,books1,a-pr10,nonspecific,0,search,AD30,d03,50,21,54,618,NA,NA,NA,NA
AD31_d10_apr10,0.6666666666666666,books1,a-pr10,nonspecific,1,search,AD31,d10,50,21,54,618,46,27,198,238
AD32_d07_apr10,0,books1,a-pr10,nonspecific,0,search,AD32,d07,50,21,54,618,NA,NA,NA,NA
AD35_d01_apr10,0.3333333333333333,books1,a-pr10,nonspecific,0,search,AD35,d01,50,21,54,618,NA,NA,NA,NA
AD01_d11_apr10,0,box1,a-pr10,nonspecific,0,search,AD01,d11,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD02_d03_apr10,0,box1,a-pr10,nonspecific,0,search,AD02,d03,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD06_d06_apr10,0,box1,a-pr10,nonspecific,0,search,AD06,d06,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD07_d01_apr10,0,box1,a-pr10,nonspecific,0,search,AD07,d01,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD08_d07_apr10,0,box1,a-pr10,nonspecific,0,search,AD08,d07,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD12_d08_apr10,0.3333333333333333,box1,a-pr10,nonspecific,0,search,AD12,d08,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD13_d06_apr10,0,box1,a-pr10,nonspecific,0,search,AD13,d06,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD14_d04_apr10,0,box1,a-pr10,nonspecific,0,search,AD14,d04,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD15_d06_apr10,0,box1,a-pr10,nonspecific,0,search,AD15,d06,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD16_d04_apr10,0,box1,a-pr10,nonspecific,0,search,AD16,d04,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD17_d01_apr10,0,box1,a-pr10,nonspecific,0,search,AD17,d01,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD18_d01_apr10,0,box1,a-pr10,nonspecific,0,search,AD18,d01,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD19_d01_apr10,0,box1,a-pr10,nonspecific,0,search,AD19,d01,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD21_d09_apr10,0,box1,a-pr10,nonspecific,0,search,AD21,d09,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD24_d08_apr10,0,box1,a-pr10,nonspecific,0,search,AD24,d08,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD25_d09_apr10,0,box1,a-pr10,nonspecific,0,search,AD25,d09,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD26_d10_apr10,0,box1,a-pr10,nonspecific,0,search,AD26,d10,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD27_d07_apr10,0,box1,a-pr10,nonspecific,0,search,AD27,d07,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD29_d11_apr10,0,box1,a-pr10,nonspecific,0,search,AD29,d11,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD30_d03_apr10,0.3333333333333333,box1,a-pr10,nonspecific,0,search,AD30,d03,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD31_d10_apr10,0,box1,a-pr10,nonspecific,0,search,AD31,d10,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD32_d07_apr10,0,box1,a-pr10,nonspecific,0,search,AD32,d07,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD35_d01_apr10,0,box1,a-pr10,nonspecific,0,search,AD35,d01,19.5,8.5,840.5,520.5,NA,NA,NA,NA
AD01_d11_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD01,d11,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD02_d03_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD02,d03,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD06_d06_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD06,d06,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD07_d01_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD07,d01,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD08_d07_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD08,d07,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD12_d08_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD12,d08,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD13_d06_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD13,d06,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD14_d04_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD14,d04,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD15_d06_apr10,1,lamp1,a-pr10,nonspecific,1,search,AD15,d06,28.5,50.5,29.5,588.5,30,29,27,240
AD16_d04_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD16,d04,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD17_d01_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD17,d01,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD18_d01_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD18,d01,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD19_d01_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD19,d01,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD21_d09_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD21,d09,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD24_d08_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD24,d08,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD25_d09_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD25,d09,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD26_d10_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD26,d10,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD27_d07_apr10,0.3333333333333333,lamp1,a-pr10,nonspecific,0,search,AD27,d07,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD29_d11_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD29,d11,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD30_d03_apr10,0.3333333333333333,lamp1,a-pr10,nonspecific,0,search,AD30,d03,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD31_d10_apr10,0.3333333333333333,lamp1,a-pr10,nonspecific,0,search,AD31,d10,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD32_d07_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD32,d07,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD35_d01_apr10,0,lamp1,a-pr10,nonspecific,0,search,AD35,d01,28.5,50.5,29.5,588.5,NA,NA,NA,NA
AD01_d11_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD01,d11,24,32,438,550,NA,NA,NA,NA
AD02_d03_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD02,d03,24,32,438,550,NA,NA,NA,NA
AD06_d06_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD06,d06,24,32,438,550,NA,NA,NA,NA
AD07_d01_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD07,d01,24,32,438,550,NA,NA,NA,NA
AD08_d07_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD08,d07,24,32,438,550,NA,NA,NA,NA
AD12_d08_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD12,d08,24,32,438,550,NA,NA,NA,NA
AD13_d06_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD13,d06,24,32,438,550,NA,NA,NA,NA
AD14_d04_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD14,d04,24,32,438,550,NA,NA,NA,NA
AD15_d06_apr10,1,lamp2,a-pr10,nonspecific,1,search,AD15,d06,24,32,438,550,31,37,222,49
AD16_d04_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD16,d04,24,32,438,550,NA,NA,NA,NA
AD17_d01_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD17,d01,24,32,438,550,NA,NA,NA,NA
AD18_d01_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD18,d01,24,32,438,550,NA,NA,NA,NA
AD19_d01_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD19,d01,24,32,438,550,NA,NA,NA,NA
AD21_d09_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD21,d09,24,32,438,550,NA,NA,NA,NA
AD24_d08_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD24,d08,24,32,438,550,NA,NA,NA,NA
AD25_d09_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD25,d09,24,32,438,550,NA,NA,NA,NA
AD26_d10_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD26,d10,24,32,438,550,NA,NA,NA,NA
AD27_d07_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD27,d07,24,32,438,550,NA,NA,NA,NA
AD29_d11_apr10,0.3333333333333333,lamp2,a-pr10,nonspecific,0,search,AD29,d11,24,32,438,550,NA,NA,NA,NA
AD30_d03_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD30,d03,24,32,438,550,NA,NA,NA,NA
AD31_d10_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD31,d10,24,32,438,550,NA,NA,NA,NA
AD32_d07_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD32,d07,24,32,438,550,NA,NA,NA,NA
AD35_d01_apr10,0,lamp2,a-pr10,nonspecific,0,search,AD35,d01,24,32,438,550,NA,NA,NA,NA
AD01_d11_apr10,0,nightstand1,a-pr10,nonspecific,0,search,AD01,d11,58,77,61,671,NA,NA,NA,NA
AD02_d03_apr10,0,nightstand1,a-pr10,nonspecific,0,search,AD02,d03,58,77,61,671,NA,NA,NA,NA
AD06_d06_apr10,0,nightstand1,a-pr10,nonspecific,0,search,AD06,d06,58,77,61,671,NA,NA,NA,NA
AD07_d01_apr10,0,nightstand1,a-pr10,nonspecific,0,search,AD07,d01,58,77,61,671,NA,NA,NA,NA
AD08_d07_apr10,1,nightstand1,a-pr10,nonspecific,1,search,AD08,d07,58,77,61,671,52,73,62,227
AD12_d08_apr10,0.3333333333333333,nightstand1,a-pr10,nonspecific,0,search,AD12,d08,58,77,61,671,NA,NA,NA,NA
AD13_d06_apr10,0,nightstand1,a-pr10,nonspecific,0,search,AD13,d06,58,77,61,671,NA,NA,NA,NA
AD14_d04_apr10,0,nightstand1,a-pr10,nonspecific,0,search,AD14,d04,58,77,61,671,NA,NA,NA,NA
AD15_d06_apr10,0.6666666666666666,nightstand1,a-pr10,nonspecific,1,search,AD15,d06,58,77,61,671,49,48,34,260
AD16_d04_apr10,1,nightstand1,a-pr10,nonspecific,1,search,AD16,d04,58,77,61,671,100,80,59,213
AD17_d01_apr10,1,nightstand1,a-pr10,nonspecific,1,search,AD17,d01,58,77,61,671,52,104,54,351
AD18_d01_apr10,0,nightstand1,a-pr10,nonspecific,0,search,AD18,d01,58,77,61,671,NA,NA,NA,NA
AD19_d01_apr10,0,nightstand1,a-pr10,nonspecific,0,search,AD19,d01,58,77,61,671,NA,NA,NA,NA
AD21_d09_apr10,0,nightstand1,a-pr10,nonspecific,0,search,AD21,d09,58,77,61,671,NA,NA,NA,NA
AD24_d08_apr10,0,nightstand1,a-pr10,nonspecific,0,search,AD24,d08,58,77,61,671,NA,NA,NA,NA
AD25_d09_apr10,0,nightstand1,a-pr10,nonspecific,0,search,AD25,d09,58,77,61,671,NA,NA,NA,NA
AD26_d10_apr10,0,nightstand1,a-pr10,nonspecific,0,search,AD26,d10,58,77,61,671,NA,NA,NA,NA
AD27_d07_apr10,0,nightstand1,a-pr10,nonspecific,0,search,AD27,d07,58,77,61,671,NA,NA,NA,NA
AD29_d11_apr10,0,nightstand1,a-pr10,nonspecific,0,search,AD29,d11,58,77,61,671,NA,NA,NA,NA
AD30_d03_apr10,0,nightstand1,a-pr10,nonspecific,0,search,AD30,d03,58,77,61,671,NA,NA,NA,NA
AD31_d10_apr10,1,nightstand1,a-pr10,nonspecific,1,search,AD31,d10,58,77,61,671,39,63,189,233
AD32_d07_apr10,0,nightstand1,a-pr10,nonspecific,0,search,AD32,d07,58,77,61,671,NA,NA,NA,NA
AD35_d01_apr10,1,nightstand1,a-pr10,nonspecific,1,search,AD35,d01,58,77,61,671,72,56,149,451
AD01_d11_apr10,0,pictureframe1,a-pr10,nonspecific,0,search,AD01,d11,22,22,470,557,NA,NA,NA,NA
AD02_d03_apr10,0,pictureframe1,a-pr10,nonspecific,0,search,AD02,d03,22,22,470,557,NA,NA,NA,NA
AD06_d06_apr10,0,pictureframe1,a-pr10,nonspecific,0,search,AD06,d06,22,22,470,557,NA,NA,NA,NA
AD07_d01_apr10,0,pictureframe1,a-pr10,nonspecific,0,search,AD07,d01,22,22,470,557,NA,NA,NA,NA
AD08_d07_apr10,0,pictureframe1,a-pr10,nonspecific,0,search,AD08,d07,22,22,470,557,NA,NA,NA,NA
AD12_d08_apr10,0,pictureframe1,a-pr10,nonspecific,0,search,AD12,d08,22,22,470,557,NA,NA,NA,NA
AD13_d06_apr10,0.3333333333333333,pictureframe1,a-pr10,nonspecific,0,search,AD13,d06,22,22,470,557,NA,NA,NA,NA
AD14_d04_apr10,0.3333333333333333,pictureframe1,a-pr10,nonspecific,0,search,AD14,d04,22,22,470,557,NA,NA,NA,NA
AD15_d06_apr10,0.3333333333333333,pictureframe1,a-pr10,nonspecific,0,search,AD15,d06,22,22,470,557,NA,NA,NA,NA
AD16_d04_apr10,0.3333333333333333,pictureframe1,a-pr10,nonspecific,0,search,AD16,d04,22,22,470,557,NA,NA,NA,NA
AD17_d01_apr10,0,pictureframe1,a-pr10,nonspecific,0,search,AD17,d01,22,22,470,557,NA,NA,NA,NA
AD18_d01_apr10,0,pictureframe1,a-pr10,nonspecific,0,search,AD18,d01,22,22,470,557,NA,NA,NA,NA
AD19_d01_apr10,0,pictureframe1,a-pr10,nonspecific,0,search,AD19,d01,22,22,470,557,NA,NA,NA,NA
AD21_d09_apr10,0,pictureframe1,a-pr10,nonspecific,0,search,AD21,d09,22,22,470,557,NA,NA,NA,NA
AD24_d08_apr10,0,pictureframe1,a-pr10,nonspecific,0,search,AD24,d08,22,22,470,557,NA,NA,NA,NA
AD25_d09_apr10,0,pictureframe1,a-pr10,nonspecific,0,search,AD25,d09,22,22,470,557,NA,NA,NA,NA
AD26_d10_apr10,0,pictureframe1,a-pr10,nonspecific,0,search,AD26,d10,22,22,470,557,NA,NA,NA,NA
AD27_d07_apr10,0,pictureframe1,a-pr10,nonspecific,0,search,AD27,d07,22,22,470,557,NA,NA,NA,NA
AD29_d11_apr10,0,pictureframe1,a-pr10,nonspecific,0,search,AD29,d11,22,22,470,557,NA,NA,NA,NA
AD30_d03_apr10,0,pictureframe1,a-pr10,nonspecific,0,search,AD30,d03,22,22,470,557,NA,NA,NA,NA
AD31_d10_apr10,0.6666666666666666,pictureframe1,a-pr10,nonspecific,1,search,AD31,d10,22,22,470,557,32,26,495,242
AD32_d07_apr10,0,pictureframe1,a-pr10,nonspecific,0,search,AD32,d07,22,22,470,557,NA,NA,NA,NA
AD35_d01_apr10,0.6666666666666666,pictureframe1,a-pr10,nonspecific,1,search,AD35,d01,22,22,470,557,54,48,207,244
AD01_d11_apr10,1,pillow1,a-pr10,target,1,search,AD01,d11,59.5,24.5,276.5,545.5,45,34,178,222
AD02_d03_apr10,1,pillow1,a-pr10,target,1,search,AD02,d03,59.5,24.5,276.5,545.5,41,25,310,250
AD06_d06_apr10,1,pillow1,a-pr10,target,1,search,AD06,d06,59.5,24.5,276.5,545.5,67,34,217,204
AD07_d01_apr10,0,pillow1,a-pr10,target,0,search,AD07,d01,59.5,24.5,276.5,545.5,NA,NA,NA,NA
AD08_d07_apr10,1,pillow1,a-pr10,target,1,search,AD08,d07,59.5,24.5,276.5,545.5,52,27,211,152
AD12_d08_apr10,1,pillow1,a-pr10,target,1,search,AD12,d08,59.5,24.5,276.5,545.5,81,45,298,45
