drawing_name,average,object_name,image_name,identity,matched,condition,participant,order,img_rx,img_ry,img_cx,img_cy,drawn_rx,drawn_ry,drawn_cx,drawn_cy
AD25_d04_apr16,0,glass2,a-pr16,nonspecific,0,search,AD25,d04,12,17,641,463,NA,NA,NA,NA
AD26_d05_apr16,0,glass2,a-pr16,nonspecific,0,search,AD26,d05,12,17,641,463,NA,NA,NA,NA
AD27_d02_apr16,0,glass2,a-pr16,nonspecific,0,search,AD27,d02,12,17,641,463,NA,NA,NA,NA
AD28_d04_apr16,0,glass2,a-pr16,nonspecific,0,search,AD28,d04,12,17,641,463,NA,NA,NA,NA
AD29_d08_apr16,0.3333333333333333,glass2,a-pr16,nonspecific,0,search,AD29,d08,12,17,641,463,NA,NA,NA,NA
AD30_d07_apr16,0,glass2,a-pr16,nonspecific,0,search,AD30,d07,12,17,641,463,NA,NA,NA,NA
AD33_d02_apr16,0,glass2,a-pr16,nonspecific,0,search,AD33,d02,12,17,641,463,NA,NA,NA,NA
AD34_d06_apr16,0,glass2,a-pr16,nonspecific,0,search,AD34,d06,12,17,641,463,NA,NA,NA,NA
AD36_d05_apr16,0,glass2,a-pr16,nonspecific,0,search,AD36,d05,12,17,641,463,NA,NA,NA,NA
AD01_d10_apr16,0.3333333333333333,glass3,a-pr16,nonspecific,0,search,AD01,d10,13.5,18,761.5,464,NA,NA,NA,NA
AD02_d13_apr16,0,glass3,a-pr16,nonspecific,0,search,AD02,d13,13.5,18,761.5,464,NA,NA,NA,NA
AD06_d13_apr16,0,glass3,a-pr16,nonspecific,0,search,AD06,d13,13.5,18,761.5,464,NA,NA,NA,NA
AD07_d02_apr16,0,glass3,a-pr16,nonspecific,0,search,AD07,d02,13.5,18,761.5,464,NA,NA,NA,NA
AD08_d03_apr16,0.3333333333333333,glass3,a-pr16,nonspecific,0,search,AD08,d03,13.5,18,761.5,464,NA,NA,NA,NA
AD10_d07_apr16,0,glass3,a-pr16,nonspecific,0,search,AD10,d07,13.5,18,761.5,464,NA,NA,NA,NA
AD11_d02_apr16,0,glass3,a-pr16,nonspecific,0,search,AD11,d02,13.5,18,761.5,464,NA,NA,NA,NA
AD12_d03_apr16,0,glass3,a-pr16,nonspecific,0,search,AD12,d03,13.5,18,761.5,464,NA,NA,NA,NA
AD13_d12_apr16,0,glass3,a-pr16,nonspecific,0,search,AD13,d12,13.5,18,761.5,464,NA,NA,NA,NA
AD14_d05_apr16,0,glass3,a-pr16,nonspecific,0,search,AD14,d05,13.5,18,761.5,464,NA,NA,NA,NA
AD15_d07_apr16,0,glass3,a-pr16,nonspecific,0,search,AD15,d07,13.5,18,761.5,464,NA,NA,NA,NA
AD16_d12_apr16,0.3333333333333333,glass3,a-pr16,nonspecific,0,search,AD16,d12,13.5,18,761.5,464,NA,NA,NA,NA
AD17_d05_apr16,0,glass3,a-pr16,nonspecific,0,search,AD17,d05,13.5,18,761.5,464,NA,NA,NA,NA
AD19_d02_apr16,0.3333333333333333,glass3,a-pr16,nonspecific,0,search,AD19,d02,13.5,18,761.5,464,NA,NA,NA,NA
AD20_d07_apr16,0.3333333333333333,glass3,a-pr16,nonspecific,0,search,AD20,d07,13.5,18,761.5,464,NA,NA,NA,NA
AD21_d06_apr16,0,glass3,a-pr16,nonspecific,0,search,AD21,d06,13.5,18,761.5,464,NA,NA,NA,NA
AD22_d06_apr16,0,glass3,a-pr16,nonspecific,0,search,AD22,d06,13.5,18,761.5,464,NA,NA,NA,NA
AD23_d03_apr16,0,glass3,a-pr16,nonspecific,0,search,AD23,d03,13.5,18,761.5,464,NA,NA,NA,NA
AD25_d04_apr16,0.3333333333333333,glass3,a-pr16,nonspecific,0,search,AD25,d04,13.5,18,761.5,464,NA,NA,NA,NA
AD26_d05_apr16,0,glass3,a-pr16,nonspecific,0,search,AD26,d05,13.5,18,761.5,464,NA,NA,NA,NA
AD27_d02_apr16,0,glass3,a-pr16,nonspecific,0,search,AD27,d02,13.5,18,761.5,464,NA,NA,NA,NA
AD28_d04_apr16,0,glass3,a-pr16,nonspecific,0,search,AD28,d04,13.5,18,761.5,464,NA,NA,NA,NA
AD29_d08_apr16,0,glass3,a-pr16,nonspecific,0,search,AD29,d08,13.5,18,761.5,464,NA,NA,NA,NA
AD30_d07_apr16,0,glass3,a-pr16,nonspecific,0,search,AD30,d07,13.5,18,761.5,464,NA,NA,NA,NA
AD33_d02_apr16,0.3333333333333333,glass3,a-pr16,nonspecific,0,search,AD33,d02,13.5,18,761.5,464,NA,NA,NA,NA
AD34_d06_apr16,0,glass3,a-pr16,nonspecific,0,search,AD34,d06,13.5,18,761.5,464,NA,NA,NA,NA
AD36_d05_apr16,0,glass3,a-pr16,nonspecific,0,search,AD36,d05,13.5,18,761.5,464,NA,NA,NA,NA
AD01_d10_apr16,0.3333333333333333,knife1,a-pr16,nonspecific,0,search,AD01,d10,23,3.5,605,476.5,NA,NA,NA,NA
AD02_d13_apr16,0,knife1,a-pr16,nonspecific,0,search,AD02,d13,23,3.5,605,476.5,NA,NA,NA,NA
AD06_d13_apr16,0,knife1,a-pr16,nonspecific,0,search,AD06,d13,23,3.5,605,476.5,NA,NA,NA,NA
AD07_d02_apr16,0,knife1,a-pr16,nonspecific,0,search,AD07,d02,23,3.5,605,476.5,NA,NA,NA,NA
AD08_d03_apr16,0,knife1,a-pr16,nonspecific,0,search,AD08,d03,23,3.5,605,476.5,NA,NA,NA,NA
AD10_d07_apr16,0.3333333333333333,knife1,a-pr16,nonspecific,0,search,AD10,d07,23,3.5,605,476.5,NA,NA,NA,NA
AD11_d02_apr16,0,knife1,a-pr16,nonspecific,0,search,AD11,d02,23,3.5,605,476.5,NA,NA,NA,NA
AD12_d03_apr16,0,knife1,a-pr16,nonspecific,0,search,AD12,d03,23,3.5,605,476.5,NA,NA,NA,NA
AD13_d12_apr16,0,knife1,a-pr16,nonspecific,0,search,AD13,d12,23,3.5,605,476.5,NA,NA,NA,NA
AD14_d05_apr16,0,knife1,a-pr16,nonspecific,0,search,AD14,d05,23,3.5,605,476.5,NA,NA,NA,NA
AD15_d07_apr16,0,knife1,a-pr16,nonspecific,0,search,AD15,d07,23,3.5,605,476.5,NA,NA,NA,NA
AD16_d12_apr16,0,knife1,a-pr16,nonspecific,0,search,AD16,d12,23,3.5,605,476.5,NA,NA,NA,NA
AD17_d05_apr16,0,knife1,a-pr16,nonspecific,0,search,AD17,d05,23,3.5,605,476.5,NA,NA,NA,NA
AD19_d02_apr16,0,knife1,a-pr16,nonspecific,0,search,AD19,d02,23,3.5,605,476.5,NA,NA,NA,NA
AD20_d07_apr16,0.6666666666666666,knife1,a-pr16,nonspecific,1,search,AD20,d07,23,3.5,605,476.5,28,28,150,370
AD21_d06_apr16,0.3333333333333333,knife1,a-pr16,nonspecific,0,search,AD21,d06,23,3.5,605,476.5,NA,NA,NA,NA
AD22_d06_apr16,0,knife1,a-pr16,nonspecific,0,search,AD22,d06,23,3.5,605,476.5,NA,NA,NA,NA
AD23_d03_apr16,0,knife1,a-pr16,nonspecific,0,search,AD23,d03,23,3.5,605,476.5,NA,NA,NA,NA
AD25_d04_apr16,0,knife1,a-pr16,nonspecific,0,search,AD25,d04,23,3.5,605,476.5,NA,NA,NA,NA
AD26_d05_apr16,0,knife1,a-pr16,nonspecific,0,search,AD26,d05,23,3.5,605,476.5,NA,NA,NA,NA
AD27_d02_apr16,0,knife1,a-pr16,nonspecific,0,search,AD27,d02,23,3.5,605,476.5,NA,NA,NA,NA
AD28_d04_apr16,0.3333333333333333,knife1,a-pr16,nonspecific,0,search,AD28,d04,23,3.5,605,476.5,NA,NA,NA,NA
AD29_d08_apr16,0,knife1,a-pr16,nonspecific,0,search,AD29,d08,23,3.5,605,476.5,NA,NA,NA,NA
AD30_d07_apr16,0,knife1,a-pr16,nonspecific,0,search,AD30,d07,23,3.5,605,476.5,NA,NA,NA,NA
AD33_d02_apr16,0.3333333333333333,knife1,a-pr16,nonspecific,0,search,AD33,d02,23,3.5,605,476.5,NA,NA,NA,NA
AD34_d06_apr16,0,knife1,a-pr16,nonspecific,0,search,AD34,d06,23,3.5,605,476.5,NA,NA,NA,NA
AD36_d05_apr16,0,knife1,a-pr16,nonspecific,0,search,AD36,d05,23,3.5,605,476.5,NA,NA,NA,NA
AD01_d10_apr16,0,plate1,a-pr16,nonspecific,0,search,AD01,d10,35.5,12,847.5,477,NA,NA,NA,NA
AD02_d13_apr16,0,plate1,a-pr16,nonspecific,0,search,AD02,d13,35.5,12,847.5,477,NA,NA,NA,NA
AD06_d13_apr16,0,plate1,a-pr16,nonspecific,0,search,AD06,d13,35.5,12,847.5,477,NA,NA,NA,NA
AD07_d02_apr16,0,plate1,a-pr16,nonspecific,0,search,AD07,d02,35.5,12,847.5,477,NA,NA,NA,NA
AD08_d03_apr16,0,plate1,a-pr16,nonspecific,0,search,AD08,d03,35.5,12,847.5,477,NA,NA,NA,NA
AD10_d07_apr16,0,plate1,a-pr16,nonspecific,0,search,AD10,d07,35.5,12,847.5,477,NA,NA,NA,NA
AD11_d02_apr16,0,plate1,a-pr16,nonspecific,0,search,AD11,d02,35.5,12,847.5,477,NA,NA,NA,NA
AD12_d03_apr16,0,plate1,a-pr16,nonspecific,0,search,AD12,d03,35.5,12,847.5,477,NA,NA,NA,NA
AD13_d12_apr16,0,plate1,a-pr16,nonspecific,0,search,AD13,d12,35.5,12,847.5,477,NA,NA,NA,NA
AD14_d05_apr16,0,plate1,a-pr16,nonspecific,0,search,AD14,d05,35.5,12,847.5,477,NA,NA,NA,NA
AD15_d07_apr16,0,plate1,a-pr16,nonspecific,0,search,AD15,d07,35.5,12,847.5,477,NA,NA,NA,NA
AD16_d12_apr16,0,plate1,a-pr16,nonspecific,0,search,AD16,d12,35.5,12,847.5,477,NA,NA,NA,NA
AD17_d05_apr16,0,plate1,a-pr16,nonspecific,0,search,AD17,d05,35.5,12,847.5,477,NA,NA,NA,NA
AD19_d02_apr16,0,plate1,a-pr16,nonspecific,0,search,AD19,d02,35.5,12,847.5,477,NA,NA,NA,NA
AD20_d07_apr16,0,plate1,a-pr16,nonspecific,0,search,AD20,d07,35.5,12,847.5,477,NA,NA,NA,NA
AD21_d06_apr16,0,plate1,a-pr16,nonspecific,0,search,AD21,d06,35.5,12,847.5,477,NA,NA,NA,NA
AD22_d06_apr16,0,plate1,a-pr16,nonspecific,0,search,AD22,d06,35.5,12,847.5,477,NA,NA,NA,NA
AD23_d03_apr16,0,plate1,a-pr16,nonspecific,0,search,AD23,d03,35.5,12,847.5,477,NA,NA,NA,NA
AD25_d04_apr16,0,plate1,a-pr16,nonspecific,0,search,AD25,d04,35.5,12,847.5,477,NA,NA,NA,NA
AD26_d05_apr16,0,plate1,a-pr16,nonspecific,0,search,AD26,d05,35.5,12,847.5,477,NA,NA,NA,NA
AD27_d02_apr16,0,plate1,a-pr16,nonspecific,0,search,AD27,d02,35.5,12,847.5,477,NA,NA,NA,NA
AD28_d04_apr16,0,plate1,a-pr16,nonspecific,0,search,AD28,d04,35.5,12,847.5,477,NA,NA,NA,NA
AD29_d08_apr16,0.6666666666666666,plate1,a-pr16,nonspecific,1,search,AD29,d08,35.5,12,847.5,477,26,27,124,179
AD30_d07_apr16,0,plate1,a-pr16,nonspecific,0,search,AD30,d07,35.5,12,847.5,477,NA,NA,NA,NA
AD33_d02_apr16,0,plate1,a-pr16,nonspecific,0,search,AD33,d02,35.5,12,847.5,477,NA,NA,NA,NA
AD34_d06_apr16,0,plate1,a-pr16,nonspecific,0,search,AD34,d06,35.5,12,847.5,477,NA,NA,NA,NA
AD36_d05_apr16,0,plate1,a-pr16,nonspecific,0,search,AD36,d05,35.5,12,847.5,477,NA,NA,NA,NA
AD01_d10_apr16,0,plate2,a-pr16,nonspecific,0,search,AD01,d10,29,7.5,612,467.5,NA,NA,NA,NA
AD02_d13_apr16,0,plate2,a-pr16,nonspecific,0,search,AD02,d13,29,7.5,612,467.5,NA,NA,NA,NA
AD06_d13_apr16,0,plate2,a-pr16,nonspecific,0,search,AD06,d13,29,7.5,612,467.5,NA,NA,NA,NA
AD07_d02_apr16,0,plate2,a-pr16,nonspecific,0,search,AD07,d02,29,7.5,612,467.5,NA,NA,NA,NA
AD08_d03_apr16,0,plate2,a-pr16,nonspecific,0,search,AD08,d03,29,7.5,612,467.5,NA,NA,NA,NA
AD10_d07_apr16,0,plate2,a-pr16,nonspecific,0,search,AD10,d07,29,7.5,612,467.5,NA,NA,NA,NA
AD11_d02_apr16,0,plate2,a-pr16,nonspecific,0,search,AD11,d02,29,7.5,612,467.5,NA,NA,NA,NA
AD12_d03_apr16,0,plate2,a-pr16,nonspecific,0,search,AD12,d03,29,7.5,612,467.5,NA,NA,NA,NA
AD13_d12_apr16,0.3333333333333333,plate2,a-pr16,nonspecific,0,search,AD13,d12,29,7.5,612,467.5,NA,NA,NA,NA
AD14_d05_apr16,0.3333333333333333,plate2,a-pr16,nonspecific,0,search,AD14,d05,29,7.5,612,467.5,NA,NA,NA,NA
AD15_d07_apr16,0,plate2,a-pr16,nonspecific,0,search,AD15,d07,29,7.5,612,467.5,NA,NA,NA,NA
AD16_d12_apr16,0,plate2,a-pr16,nonspecific,0,search,AD16,d12,29,7.5,612,467.5,NA,NA,NA,NA
AD17_d05_apr16,0,plate2,a-pr16,nonspecific,0,search,AD17,d05,29,7.5,612,467.5,NA,NA,NA,NA
AD19_d02_apr16,0,plate2,a-pr16,nonspecific,0,search,AD19,d02,29,7.5,612,467.5,NA,NA,NA,NA
AD20_d07_apr16,0,plate2,a-pr16,nonspecific,0,search,AD20,d07,29,7.5,612,467.5,NA,NA,NA,NA
AD21_d06_apr16,0,plate2,a-pr16,nonspecific,0,search,AD21,d06,29,7.5,612,467.5,NA,NA,NA,NA
AD22_d06_apr16,0,plate2,a-pr16,nonspecific,0,search,AD22,d06,29,7.5,612,467.5,NA,NA,NA,NA
AD23_d03_apr16,0,plate2,a-pr16,nonspecific,0,search,AD23,d03,29,7.5,612,467.5,NA,NA,NA,NA
AD25_d04_apr16,0,plate2,a-pr16,nonspecific,0,search,AD25,d04,29,7.5,612,467.5,NA,NA,NA,NA
AD26_d05_apr16,0,plate2,a-pr16,nonspecific,0,search,AD26,d05,29,7.5,612,467.5,NA,NA,NA,NA
AD27_d02_apr16,0,plate2,a-pr16,nonspecific,0,search,AD27,d02,29,7.5,612,467.5,NA,NA,NA,NA
AD28_d04_apr16,0,plate2,a-pr16,nonspecific,0,search,AD28,d04,29,7.5,612,467.5,NA,NA,NA,NA
AD29_d08_apr16,0.3333333333333333,plate2,a-pr16,nonspecific,0,search,AD29,d08,29,7.5,612,467.5,NA,NA,NA,NA
AD30_d07_apr16,0,plate2,a-pr16,nonspecific,0,search,AD30,d07,29,7.5,612,467.5,NA,NA,NA,NA
AD33_d02_apr16,0,plate2,a-pr16,nonspecific,0,search,AD33,d02,29,7.5,612,467.5,NA,NA,NA,NA
AD34_d06_apr16,0,plate2,a-pr16,nonspecific,0,search,AD34,d06,29,7.5,612,467.5,NA,NA,NA,NA
AD36_d05_apr16,0,plate2,a-pr16,nonspecific,0,search,AD36,d05,29,7.5,612,467.5,NA,NA,NA,NA
AD01_d10_apr16,0,plate3,a-pr16,nonspecific,0,search,AD01,d10,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD02_d13_apr16,0,plate3,a-pr16,nonspecific,0,search,AD02,d13,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD06_d13_apr16,0,plate3,a-pr16,nonspecific,0,search,AD06,d13,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD07_d02_apr16,0,plate3,a-pr16,nonspecific,0,search,AD07,d02,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD08_d03_apr16,0.3333333333333333,plate3,a-pr16,nonspecific,0,search,AD08,d03,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD10_d07_apr16,0,plate3,a-pr16,nonspecific,0,search,AD10,d07,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD11_d02_apr16,0,plate3,a-pr16,nonspecific,0,search,AD11,d02,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD12_d03_apr16,0,plate3,a-pr16,nonspecific,0,search,AD12,d03,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD13_d12_apr16,0,plate3,a-pr16,nonspecific,0,search,AD13,d12,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD14_d05_apr16,0,plate3,a-pr16,nonspecific,0,search,AD14,d05,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD15_d07_apr16,0,plate3,a-pr16,nonspecific,0,search,AD15,d07,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD16_d12_apr16,0,plate3,a-pr16,nonspecific,0,search,AD16,d12,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD17_d05_apr16,0,plate3,a-pr16,nonspecific,0,search,AD17,d05,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD19_d02_apr16,0,plate3,a-pr16,nonspecific,0,search,AD19,d02,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD20_d07_apr16,0,plate3,a-pr16,nonspecific,0,search,AD20,d07,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD21_d06_apr16,0,plate3,a-pr16,nonspecific,0,search,AD21,d06,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD22_d06_apr16,0,plate3,a-pr16,nonspecific,0,search,AD22,d06,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD23_d03_apr16,0,plate3,a-pr16,nonspecific,0,search,AD23,d03,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD25_d04_apr16,0,plate3,a-pr16,nonspecific,0,search,AD25,d04,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD26_d05_apr16,0,plate3,a-pr16,nonspecific,0,search,AD26,d05,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD27_d02_apr16,0.3333333333333333,plate3,a-pr16,nonspecific,0,search,AD27,d02,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD28_d04_apr16,0.3333333333333333,plate3,a-pr16,nonspecific,0,search,AD28,d04,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD29_d08_apr16,0.6666666666666666,plate3,a-pr16,nonspecific,1,search,AD29,d08,34.5,9.5,724.5,481.5,16,14,94,213
AD30_d07_apr16,0,plate3,a-pr16,nonspecific,0,search,AD30,d07,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD33_d02_apr16,0,plate3,a-pr16,nonspecific,0,search,AD33,d02,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD34_d06_apr16,0,plate3,a-pr16,nonspecific,0,search,AD34,d06,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD36_d05_apr16,0,plate3,a-pr16,nonspecific,0,search,AD36,d05,34.5,9.5,724.5,481.5,NA,NA,NA,NA
AD01_d10_apr16,0,table1,a-pr16,nonspecific,0,search,AD01,d10,177.5,110,720.5,559,NA,NA,NA,NA
AD02_d13_apr16,0.3333333333333333,table1,a-pr16,nonspecific,0,search,AD02,d13,177.5,110,720.5,559,NA,NA,NA,NA
AD06_d13_apr16,0,table1,a-pr16,nonspecific,0,search,AD06,d13,177.5,110,720.5,559,NA,NA,NA,NA
AD07_d02_apr16,0,table1,a-pr16,nonspecific,0,search,AD07,d02,177.5,110,720.5,559,NA,NA,NA,NA
AD08_d03_apr16,0.6666666666666666,table1,a-pr16,nonspecific,1,search,AD08,d03,177.5,110,720.5,559,101,70,274,280
AD10_d07_apr16,0,table1,a-pr16,nonspecific,0,search,AD10,d07,177.5,110,720.5,559,NA,NA,NA,NA
AD11_d02_apr16,0,table1,a-pr16,nonspecific,0,search,AD11,d02,177.5,110,720.5,559,NA,NA,NA,NA
AD12_d03_apr16,0,table1,a-pr16,nonspecific,0,search,AD12,d03,177.5,110,720.5,559,NA,NA,NA,NA
AD13_d12_apr16,0,table1,a-pr16,nonspecific,0,search,AD13,d12,177.5,110,720.5,559,NA,NA,NA,NA
AD14_d05_apr16,0,table1,a-pr16,nonspecific,0,search,AD14,d05,177.5,110,720.5,559,NA,NA,NA,NA
AD15_d07_apr16,0.6666666666666666,table1,a-pr16,nonspecific,1,search,AD15,d07,177.5,110,720.5,559,104.5,179,262.5,273
AD16_d12_apr16,0.3333333333333333,table1,a-pr16,nonspecific,0,search,AD16,d12,177.5,110,720.5,559,NA,NA,NA,NA
AD17_d05_apr16,0,table1,a-pr16,nonspecific,0,search,AD17,d05,177.5,110,720.5,559,NA,NA,NA,NA
AD19_d02_apr16,0.6666666666666666,table1,a-pr16,nonspecific,1,search,AD19,d02,177.5,110,720.5,559,100,80,367,347
AD20_d07_apr16,0.6666666666666666,table1,a-pr16,nonspecific,1,search,AD20,d07,177.5,110,720.5,559,136,112,224,372
AD21_d06_apr16,0,table1,a-pr16,nonspecific,0,search,AD21,d06,177.5,110,720.5,559,NA,NA,NA,NA
AD22_d06_apr16,0,table1,a-pr16,nonspecific,0,search,AD22,d06,177.5,110,720.5,559,NA,NA,NA,NA
AD23_d03_apr16,0.6666666666666666,table1,a-pr16,nonspecific,1,search,AD23,d03,177.5,110,720.5,559,89,102,329,274
AD25_d04_apr16,0,table1,a-pr16,nonspecific,0,search,AD25,d04,177.5,110,720.5,559,NA,NA,NA,NA
AD26_d05_apr16,1,table1,a-pr16,nonspecific,1,search,AD26,d05,177.5,110,720.5,559,142,60,382,241
AD27_d02_apr16,0,table1,a-pr16,nonspecific,0,search,AD27,d02,177.5,110,720.5,559,NA,NA,NA,NA
AD28_d04_apr16,0,table1,a-pr16,nonspecific,0,search,AD28,d04,177.5,110,720.5,559,NA,NA,NA,NA
AD29_d08_apr16,0.3333333333333333,table1,a-pr16,nonspecific,0,search,AD29,d08,177.5,110,720.5,559,NA,NA,NA,NA
AD30_d07_apr16,0.3333333333333333,table1,a-pr16,nonspecific,0,search,AD30,d07,177.5,110,720.5,559,NA,NA,NA,NA
AD33_d02_apr16,0,table1,a-pr16,nonspecific,0,search,AD33,d02,177.5,110,720.5,559,NA,NA,NA,NA
AD34_d06_apr16,0,table1,a-pr16,nonspecific,0,search,AD34,d06,177.5,110,720.5,559,NA,NA,NA,NA
AD36_d05_apr16,0,table1,a-pr16,nonspecific,0,search,AD36,d05,177.5,110,720.5,559,NA,NA,NA,NA
AD01_d10_apr16,0,window1,a-pr16,nonspecific,0,search,AD01,d10,286,168,656,272,NA,NA,NA,NA
AD02_d13_apr16,0,window1,a-pr16,nonspecific,0,search,AD02,d13,286,168,656,272,NA,NA,NA,NA
AD06_d13_apr16,0,window1,a-pr16,nonspecific,0,search,AD06,d13,286,168,656,272,NA,NA,NA,NA
AD07_d02_apr16,1,window1,a-pr16,nonspecific,1,search,AD07,d02,286,168,656,272,94,120,236,198
AD08_d03_apr16,1,window1,a-pr16,nonspecific,1,search,AD08,d03,286,168,656,272,117,65,315,65
AD10_d07_apr16,0,window1,a-pr16,nonspecific,0,search,AD10,d07,286,168,656,272,NA,NA,NA,NA
AD11_d02_apr16,0,window1,a-pr16,nonspecific,0,search,AD11,d02,286,168,656,272,NA,NA,NA,NA
AD12_d03_apr16,0,window1,a-pr16,nonspecific,0,search,AD12,d03,286,168,656,272,NA,NA,NA,NA
AD13_d12_apr16,0,window1,a-pr16,nonspecific,0,search,AD13,d12,286,168,656,272,NA,NA,NA,NA
AD14_d05_apr16,0.3333333333333333,window1,a-pr16,nonspecific,0,search,AD14,d05,286,168,656,272,NA,NA,NA,NA
AD15_d07_apr16,0.3333333333333333,window1,a-pr16,nonspecific,0,search,AD15,d07,286,168,656,272,NA,NA,NA,NA
AD16_d12_apr16,0.6666666666666666,window1,a-pr16,nonspecific,1,search,AD16,d12,286,168,656,272,130,91,159,111
AD17_d05_apr16,0,window1,a-pr16,nonspecific,0,search,AD17,d05,286,168,656,272,NA,NA,NA,NA
AD19_d02_apr16,0.6666666666666666,window1,a-pr16,nonspecific,1,search,AD19,d02,286,168,656,272,213,84,299,119
AD20_d07_apr16,0.3333333333333333,window1,a-pr16,nonspecific,0,search,AD20,d07,286,168,656,272,NA,NA,NA,NA
AD21_d06_apr16,0,window1,a-pr16,nonspecific,0,search,AD21,d06,286,168,656,272,NA,NA,NA,NA
AD22_d06_apr16,0.3333333333333333,window1,a-pr16,nonspecific,0,search,AD22,d06,286,168,656,272,NA,NA,NA,NA
AD23_d03_apr16,1,window1,a-pr16,nonspecific,1,search,AD23,d03,286,168,656,272,100,80,361,67
AD25_d04_apr16,0.3333333333333333,window1,a-pr16,nonspecific,0,search,AD25,d04,286,168,656,272,NA,NA,NA,NA
AD26_d05_apr16,1,window1,a-pr16,nonspecific,1,search,AD26,d05,286,168,656,272,213,96,344,109
AD27_d02_apr16,0,window1,a-pr16,nonspecific,0,search,AD27,d02,286,168,656,272,NA,NA,NA,NA
AD28_d04_apr16,0,window1,a-pr16,nonspecific,0,search,AD28,d04,286,168,656,272,NA,NA,NA,NA
AD29_d08_apr16,0.6666666666666666,window1,a-pr16,nonspecific,1,search,AD29,d08,286,168,656,272,116,86,325,100
AD30_d07_apr16,0,window1,a-pr16,nonspecific,0,search,AD30,d07,286,168,656,272,NA,NA,NA,NA
AD33_d02_apr16,0,window1,a-pr16,nonspecific,0,search,AD33,d02,286,168,656,272,NA,NA,NA,NA
AD34_d06_apr16,0,window1,a-pr16,nonspecific,0,search,AD34,d06,286,168,656,272,NA,NA,NA,NA
AD36_d05_apr16,0,window1,a-pr16,nonspecific,0,search,AD36,d05,286,168,656,272,NA,NA,NA,NA
AD01_d01_apr19,0,coatrack1,a-pr19,nonspecific,0,search,AD01,d01,93,33.5,1011,249.5,NA,NA,NA,NA
AD03_d10_apr19,0,coatrack1,a-pr19,nonspecific,0,search,AD03,d10,93,33.5,1011,249.5,NA,NA,NA,NA
AD05_D04_apr19,0,coatrack1,a-pr19,nonspecific,0,search,AD05,D04,93,33.5,1011,249.5,NA,NA,NA,NA
AD06_d02_apr19,0.3333333333333333,coatrack1,a-pr19,nonspecific,0,search,AD06,d02,93,33.5,1011,249.5,NA,NA,NA,NA
AD09_d04_apr19,0,coatrack1,a-pr19,nonspecific,0,search,AD09,d04,93,33.5,1011,249.5,NA,NA,NA,NA
AD10_d01_apr19,0,coatrack1,a-pr19,nonspecific,0,search,AD10,d01,93,33.5,1011,249.5,NA,NA,NA,NA
AD12_d09_apr19,0.3333333333333333,coatrack1,a-pr19,nonspecific,0,search,AD12,d09,93,33.5,1011,249.5,NA,NA,NA,NA
AD13_d01_apr19,1,coatrack1,a-pr19,nonspecific,1,search,AD13,d01,93,33.5,1011,249.5,100,80,519,154
AD16_d02_apr19,0,coatrack1,a-pr19,nonspecific,0,search,AD16,d02,93,33.5,1011,249.5,NA,NA,NA,NA
AD26_d02_apr19,0,coatrack1,a-pr19,nonspecific,0,search,AD26,d02,93,33.5,1011,249.5,NA,NA,NA,NA
AD27_d06_apr19,0,coatrack1,a-pr19,nonspecific,0,search,AD27,d06,93,33.5,1011,249.5,NA,NA,NA,NA
AD28_d05_apr19,0,coatrack1,a-pr19,nonspecific,0,search,AD28,d05,93,33.5,1011,249.5,NA,NA,NA,NA
AD30_d04_apr19,0,coatrack1,a-pr19,nonspecific,0,search,AD30,d04,93,33.5,1011,249.5,NA,NA,NA,NA
AD31_d05_apr19,0,coatrack1,a-pr19,nonspecific,0,search,AD31,d05,93,33.5,1011,249.5,NA,NA,NA,NA
AD01_d01_apr19,1,door1,a-pr19,nonspecific,1,search,AD01,d01,148.5,291.5,796.5,388.5,115,162,467,205
AD03_d10_apr19,0.6666666666666666,door1,a-pr19,nonspecific,1,search,AD03,d10,148.5,291.5,796.5,388.5,76,96,386,199
