drawing,image,condition,participant,RT,score,response
AD08_d07_apr10,a-pr10,search,AD08,362,1,5
AD03_d08_apr04,a-pr4,search,AD03,542,na,6
AD03_d09_apr23,a-pr23,search,AD03,647,0.5,4
controlADC33_D02_apr05,a-pr5,memorize,controlADC33,483,0,3
controlADC32_D12_apr23,a-pr23,memorize,controlADC32,459,-0.5,2
AD03_d10_apr19,a-pr19,search,AD03,364,1,5
AD06_d07_apr13,a-pr13,search,AD06,447,0.5,4
AD03_d05_apr06,a-pr6,search,AD03,898,-1,1
AD09_d02_apr05,a-pr5,search,AD09,602,0.5,4
AD07_d03_apr01,a-pr1,search,AD07,534,1,5
AD01_d06_apr22,a-pr22,search,AD01,468,na,6
controlADC33_D01_apr06,a-pr6,memorize,controlADC33,525,-0.5,2
AD08_d03_apr16,a-pr16,search,AD08,699,0.5,4
AD02_d08_apr06,a-pr6,search,AD02,677,1,5
AD10_d07_apr16,a-pr16,search,AD10,592,0,3
AD06_d10_apr05,a-pr5,search,AD06,421,-0.5,2
AD10_d02_apr05,a-pr5,search,AD10,1073,na,6
AD02_d01_apr22,a-pr22,search,AD02,975,1,5
AD03_d02_apr01,a-pr1,search,AD03,503,-0.5,2
AD06_d12_apr22,a-pr22,search,AD06,451,0.5,4
AD02_d13_apr16,a-pr16,search,AD02,502,0,3
AD01_d09_apr21,a-pr21,search,AD01,381,1,5
AD01_d02_apr05,a-pr5,search,AD01,373,-0.5,2
AD03_d07_apr30,a-pr30,search,AD03,295,0.5,4
AD10_d01_apr19,a-pr19,search,AD10,1820,-1,1
AD02_d04_apr21,a-pr21,search,AD02,318,0.5,4
AD04_d03_apr13,a-pr13,search,AD04,354,-0.5,2
AD01_d04_apr04,a-pr4,search,AD01,331,1,5
AD01_d08_apr13,a-pr13,search,AD01,304,0,3
controlADC32_D07_apr16,a-pr16,memorize,controlADC32,353,na,6
controlADC33_D05_apr01,a-pr1,memorize,controlADC33,332,0.5,4
AD01_d10_apr16,a-pr16,search,AD01,319,0,3
controlADC34_D02_apr04,a-pr4,memorize,controlADC34,338,-0.5,2
AD04_d04_apr32,a-pr32,search,AD04,361,1,5
AD09_d03_apr04,a-pr4,search,AD09,390,0,3
AD09_d05_apr13,a-pr13,search,AD09,396,-1,1
controlADC36_D02_apr05,a-pr5,memorize,controlADC36,380,0.5,4
controlADC34_D04_apr22,a-pr22,memorize,controlADC34,973,0,3
AD02_d03_apr10,a-pr10,search,AD02,329,1,5
AD08_d06_apr22,a-pr22,search,AD08,362,0.5,4
AD06_d08_apr01,a-pr1,search,AD06,439,-0.5,2
controlADC34_D01_apr13,a-pr13,memorize,controlADC34,363,1,5
controlADC35_D04_apr01,a-pr19,memorize,controlADC35,493,0,3
AD07_d01_apr10,a-pr10,search,AD07,329,1,5
controlADC32_D13_apr26,a-pr26,memorize,controlADC32,302,0.5,4
AD01_d03_apr01,a-pr1,search,AD01,295,na,6
AD01_d07_apr23,a-pr23,search,AD01,354,-0.5,2
AD08_d05_apr05,a-pr5,search,AD08,329,-1,1
AD02_d06_apr01,a-pr1,search,AD02,321,0.5,4
AD01_d05_apr30,a-pr30,search,AD01,318,0,3
controlADC32_D08_apr30,a-pr30,memorize,controlADC32,376,1,5
AD09_d01_apr06,a-pr6,search,AD09,329,-0.5,2
AD08_d02_apr21,a-pr21,search,AD08,354,0.5,4
AD08_d01_apr26,a-pr26,search,AD08,253,0,3
AD04_d06_apr30,a-pr30,search,AD04,891,0.5,4
AD07_d06_apr04,a-pr4,search,AD07,329,1,5
AD09_d01_apr06,a-pr6,search,AD09,36829,-0.5,2
AD09_d02_apr05,a-pr5,search,AD09,13600,-0.5,2
AD10_d05_apr13,a-pr13,search,AD10,10169,0.5,4
AD03_d09_apr23,a-pr23,search,AD03,18987,0,3
AD08_d08_apr13,a-pr13,search,AD08,13085,-0.5,2
AD04_d06_apr30,a-pr30,search,AD04,8277,1,5
AD06_d13_apr16,a-pr16,search,AD06,12319,0,3
AD02_d02_apr13,a-pr13,search,AD02,11809,0,3
AD01_d09_apr21,a-pr21,search,AD01,6489,0.5,4
AD08_d03_apr16,a-pr16,search,AD08,6069,1,5
AD08_d01_apr26,a-pr26,search,AD08,6149,-0.5,2
AD07_d04_apr23,a-pr23,search,AD07,9006,-0.5,2
AD02_d07_apr23,a-pr23,search,AD02,6009,0,3
AD06_d14_apr23,a-pr23,search,AD06,8411,0,3
controlADC35_D01_apr22,a-pr22,memorize,controlADC35,10588,0,3
controlADC34_D05_apr16,a-pr16,memorize,controlADC34,4285,0,3
AD04_d05_apr05,a-pr5,search,AD04,10168,1,5
AD01_d02_apr05,a-pr5,search,AD01,6870,0,3
AD01_d10_apr16,a-pr16,search,AD01,7227,-0.5,2
controlADC34_D04_apr22,a-pr22,memorize,controlADC34,10238,-1,1
AD10_d02_apr05,a-pr5,search,AD10,5475,0,3
AD08_d04_apr01,a-pr1,search,AD08,7166,-1,1
AD06_d04_apr30,a-pr30,search,AD06,6938,0,3
AD09_d03_apr04,a-pr4,search,AD09,10700,0,3
AD02_d08_apr06,a-pr6,search,AD02,8998,0,3
controlADC36_D02_apr05,a-pr5,memorize,controlADC36,8611,1,5
AD10_d04_apr22,a-pr22,search,AD10,9717,0,3
AD02_d01_apr22,a-pr22,search,AD02,6817,-0.5,2
AD07_d02_apr16,a-pr16,search,AD07,14125,0,3
AD01_d04_apr04,a-pr4,search,AD01,3564,0,3
AD03_d03_apr22,a-pr22,search,AD03,11953,0.5,4
controlADC32_D09_apr06,a-pr6,memorize,controlADC32,3626,-0.5,2
AD03_d10_apr19,a-pr19,search,AD03,7321,0,3
AD02_d03_apr10,a-pr10,search,AD02,2994,-0.5,2
AD04_d02_apr01,a-pr1,search,AD04,7228,0.5,4
controlADC33_D05_apr01,a-pr1,memorize,controlADC33,7904,1,5
AD03_d08_apr04,a-pr4,search,AD03,14666,0.5,4
AD02_d06_apr01,a-pr1,search,AD02,3927,-0.5,2
AD01_d06_apr22,a-pr22,search,AD01,4149,0,3
AD08_d07_apr10,a-pr10,search,AD08,4967,-0.5,2
controlADC32_D12_apr23,a-pr23,memorize,controlADC32,4383,-0.5,2
AD03_d04_apr13,a-pr13,search,AD03,13468,0,3
AD02_d04_apr21,a-pr21,search,AD02,14995,-0.5,2
AD09_d04_apr19,a-pr19,search,AD09,6760,0,3
controlADC35_D02_apr05,a-pr5,memorize,controlADC35,12519,0,3
AD06_d06_apr10,a-pr10,search,AD06,4841,-0.5,2
controlADC34_D01_apr13,a-pr13,memorize,controlADC34,17295,0.5,4
controlADC34_D02_apr04,a-pr4,memorize,controlADC34,7855,-0.5,2
AD06_d08_apr01,a-pr1,search,AD06,12883,-0.5,2
AD06_d03_apr14,a-pr14,search,AD06,3997,-1,1
AD10_d01_apr19,a-pr19,search,AD10,5124,-0.5,2
AD08_d06_apr22,a-pr22,search,AD08,19967,na,6
AD09_d05_apr13,a-pr13,search,AD09,11451,-0.5,2
AD06_d015_apr26,a-pr26,search,AD06,8003,0,3
AD03_d01_apr05,a-pr5,search,AD03,9821,-1,1
AD06_d07_apr13,a-pr13,search,AD06,3826,-0.5,2
controlADC36_D03_apr16,a-pr19,memorize,controlADC36,14794,0.5,4
AD07_d03_apr01,a-pr1,search,AD07,5114,-0.5,2
AD07_d07_apr32,a-pr32,search,AD07,13518,-1,1
controlADC35_D05_apr32,a-pr32,memorize,controlADC35,6508,-0.5,2
controlADC33_D01_apr06,a-pr6,memorize,controlADC33,4543,-1,1
AD04_d07_apr23,a-pr23,search,AD04,7155,1,5
AD04_d04_apr32,a-pr32,search,AD04,8137,-1,1
AD06_d10_apr05,a-pr5,search,AD06,9077,-1,1
AD02_d13_apr16,a-pr16,search,AD02,3456,-0.5,2
AD07_d01_apr10,a-pr10,search,AD07,4729,-1,1
AD03_d05_apr06,a-pr6,search,AD03,10087,-1,1
controlADC33_D03_apr26,a-pr26,memorize,controlADC33,1750,-1,1
controlADC36_D04_apr10,a-pr10,memorize,controlADC36,4613,-0.5,2
controlADC35_D03_apr21,a-pr21,memorize,controlADC35,6132,-0.5,2
AD01_d07_apr23,a-pr23,search,AD01,2818,0,3
AD07_d06_apr04,a-pr4,search,AD07,3742,0,3
AD01_d11_apr10,a-pr10,search,AD01,4148,0,3
AD10_d07_apr16,a-pr16,search,AD10,3840,-0.5,2
controlADC34_D06_apr21,a-pr21,memorize,controlADC34,7833,-0.5,2
controlADC36_D05_apr14,a-pr14,memorize,controlADC36,6142,-0.5,2
AD06_d11_apr06,a-pr6,search,AD06,8588,-0.5,2
AD01_d08_apr13,a-pr13,search,AD01,12136,-0.5,2
controlADC32_D10_apr01,a-pr1,memorize,controlADC32,2634,-1,1
controlADC32_D11_apr32,a-pr32,memorize,controlADC32,2523,-1,1
AD08_d05_apr05,a-pr5,search,AD08,2933,-0.5,2
AD06_d01_apr21,a-pr21,search,AD06,35955,-0.5,2
controlADC35_D04_apr01,a-pr19,memorize,controlADC35,5104,0.5,4
AD08_d02_apr21,a-pr21,search,AD08,2487,0,3
AD03_d07_apr30,a-pr30,search,AD03,6072,-0.5,2
AD04_d03_apr13,a-pr13,search,AD04,2023,-1,1
AD01_d01_apr19,a-pr19,search,AD01,5206,0,3
AD10_d06_apr06,a-pr6,search,AD10,3565,-0.5,2
controlADC36_D07_apr04,a-pr4,memorize,controlADC36,5829,0.5,4
AD03_d02_apr01,a-pr1,search,AD03,11874,0.5,4
controlADC32_D07_apr16,a-pr16,memorize,controlADC32,3014,-0.5,2
AD06_d02_apr19,a-pr19,search,AD06,2755,0.5,4
controlADC32_D08_apr30,a-pr30,memorize,controlADC32,2822,-1,1
AD01_d05_apr30,a-pr30,search,AD01,2399,0,3
AD06_d12_apr22,a-pr22,search,AD06,5270,-1,1
controlADC34_D03_apr30,a-pr30,memorize,controlADC34,13323,0,3
AD02_d11_apr26,a-pr26,search,AD02,9047,-0.5,2
controlADC32_D13_apr26,a-pr26,memorize,controlADC32,1906,-1,1
controlADC33_D02_apr05,a-pr5,memorize,controlADC33,4173,0.5,4
AD04_d01_apr21,a-pr21,search,AD04,2709,0,3
AD01_d03_apr01,a-pr1,search,AD01,2611,0,3
AD06_d02_apr19,a-pr19,search,AD06,5317,-0.5,2
controlADC33_D02_apr05,a-pr5,memorize,controlADC33,8003,0,3
AD09_d02_apr05,a-pr5,search,AD09,7494,na,6
AD07_d07_apr32,a-pr32,search,AD07,4232,-1,1
AD03_d10_apr19,a-pr19,search,AD03,7024,0,3
controlADC34_D02_apr04,a-pr4,memorize,controlADC34,2697,-0.5,2
AD09_d04_apr19,a-pr19,search,AD09,8984,0.5,4
AD10_d07_apr16,a-pr16,search,AD10,3117,0.5,4
AD01_d08_apr13,a-pr13,search,AD01,7776,-0.5,2
controlADC35_D01_apr22,a-pr22,memorize,controlADC35,2803,-0.5,2
AD08_d07_apr10,a-pr10,search,AD08,2128,0,3
controlADC33_D01_apr06,a-pr6,memorize,controlADC33,2120,-1,1
controlADC32_D13_apr26,a-pr26,memorize,controlADC32,4484,-1,1
controlADC35_D03_apr21,a-pr21,memorize,controlADC35,2960,0,3
AD01_d06_apr22,a-pr22,search,AD01,3863,0,3
AD10_d06_apr06,a-pr6,search,AD10,5084,-1,1
AD02_d11_apr26,a-pr26,search,AD02,4460,na,6
controlADC35_D04_apr01,a-pr19,memorize,controlADC35,3414,na,6
AD06_d06_apr10,a-pr10,search,AD06,3440,-1,1
AD02_d13_apr16,a-pr16,search,AD02,2728,-0.5,2
AD04_d03_apr13,a-pr13,search,AD04,3051,-1,1
AD03_d08_apr04,a-pr4,search,AD03,1688,-1,1
AD04_d04_apr32,a-pr32,search,AD04,1212,-1,1
AD08_d05_apr05,a-pr5,search,AD08,4106,-0.5,2
controlADC34_D05_apr16,a-pr16,memorize,controlADC34,1525,-0.5,2
AD01_d11_apr10,a-pr10,search,AD01,2194,-0.5,2
AD02_d03_apr10,a-pr10,search,AD02,2955,0,3
AD07_d01_apr10,a-pr10,search,AD07,7659,-0.5,2
controlADC32_D08_apr30,a-pr30,memorize,controlADC32,1375,0,3
AD07_d04_apr23,a-pr23,search,AD07,1926,0.5,4
AD04_d02_apr01,a-pr1,search,AD04,435,0,3
AD09_d01_apr06,a-pr6,search,AD09,336,-0.5,2
AD06_d07_apr13,a-pr13,search,AD06,367,0.5,4
AD01_d07_apr23,a-pr23,search,AD01,2087,0,3
AD01_d09_apr21,a-pr21,search,AD01,2267,-0.5,2
controlADC33_D05_apr01,a-pr1,memorize,controlADC33,4660,1,5
controlADC34_D06_apr21,a-pr21,memorize,controlADC34,2005,0,3
AD06_d12_apr22,a-pr22,search,AD06,3736,0,3
controlADC35_D05_apr32,a-pr32,memorize,controlADC35,601,-0.5,2
AD01_d10_apr16,a-pr16,search,AD01,6145,-0.5,2
controlADC33_D03_apr26,a-pr26,memorize,controlADC33,1231,-0.5,2
AD03_d04_apr13,a-pr13,search,AD03,6643,-1,1
AD02_d02_apr13,a-pr13,search,AD02,5351,-1,1
AD01_d04_apr04,a-pr4,search,AD01,3141,0.5,4
controlADC35_D02_apr05,a-pr5,memorize,controlADC35,2472,1,5
AD02_d06_apr01,a-pr1,search,AD02,5652,-0.5,2
AD08_d08_apr13,a-pr13,search,AD08,3549,-0.5,2
AD03_d01_apr05,a-pr5,search,AD03,1566,0,3
AD03_d05_apr06,a-pr6,search,AD03,1408,0.5,4
AD08_d03_apr16,a-pr16,search,AD08,723,-0.5,2
controlADC34_D03_apr30,a-pr30,memorize,controlADC34,1601,0,3
AD06_d03_apr14,a-pr14,search,AD06,451,0.5,4
controlADC36_D03_apr16,a-pr19,memorize,controlADC36,420,-0.5,2
AD01_d01_apr19,a-pr19,search,AD01,352,0,3
controlADC34_D04_apr22,a-pr22,memorize,controlADC34,360,0.5,4
controlADC36_D05_apr14,a-pr14,memorize,controlADC36,8156,1,5
AD04_d06_apr30,a-pr30,search,AD04,1339,0.5,4
AD10_d02_apr05,a-pr5,search,AD10,631,0,3
controlADC34_D01_apr13,a-pr13,memorize,controlADC34,1535,-1,1
controlADC32_D11_apr32,a-pr32,memorize,controlADC32,1298,-1,1
AD03_d02_apr01,a-pr1,search,AD03,1109,-1,1
AD06_d13_apr16,a-pr16,search,AD06,1378,-0.5,2
AD04_d05_apr05,a-pr5,search,AD04,646,0,3
controlADC32_D10_apr01,a-pr1,memorize,controlADC32,459,0.5,4
AD08_d01_apr26,a-pr26,search,AD08,4081,-1,1
AD06_d015_apr26,a-pr26,search,AD06,3542,-1,1
controlADC36_D07_apr04,a-pr4,memorize,controlADC36,3758,-1,1
AD06_d14_apr23,a-pr23,search,AD06,2951,na,6
AD07_d02_apr16,a-pr16,search,AD07,1294,0.5,4
AD09_d03_apr04,a-pr4,search,AD09,992,-0.5,2
AD08_d04_apr01,a-pr1,search,AD08,665,1,5
controlADC32_D07_apr16,a-pr16,memorize,controlADC32,417,-0.5,2
AD08_d02_apr21,a-pr21,search,AD08,362,0,3
AD09_d05_apr13,a-pr13,search,AD09,356,0.5,4
controlADC36_D04_apr10,a-pr10,memorize,controlADC36,493,-1,1
AD06_d01_apr21,a-pr21,search,AD06,327,-0.5,2
AD01_d03_apr01,a-pr1,search,AD01,1526,-0.5,2
AD04_d07_apr23,a-pr23,search,AD04,1660,0,3
AD03_d03_apr22,a-pr22,search,AD03,1279,0.5,4
AD06_d08_apr01,a-pr1,search,AD06,448,-1,1
controlADC32_D09_apr06,a-pr6,memorize,controlADC32,464,-0.5,2
controlADC32_D12_apr23,a-pr23,memorize,controlADC32,867,1,5
AD03_d07_apr30,a-pr30,search,AD03,770,0.5,4
AD10_d01_apr19,a-pr19,search,AD10,609,-0.5,2
AD07_d06_apr04,a-pr4,search,AD07,800,0,3
AD06_d10_apr05,a-pr5,search,AD06,1488,-0.5,2
AD02_d01_apr22,a-pr22,search,AD02,3934,-1,1
AD10_d05_apr13,a-pr13,search,AD10,1586,-1,1
AD01_d05_apr30,a-pr30,search,AD01,2247,0,3
AD02_d04_apr21,a-pr21,search,AD02,3617,-1,1
AD04_d01_apr21,a-pr21,search,AD04,2040,0,3
AD06_d11_apr06,a-pr6,search,AD06,3051,-0.5,2
controlADC36_D02_apr05,a-pr5,memorize,controlADC36,3452,0,3
AD03_d09_apr23,a-pr23,search,AD03,3440,0.5,4
AD02_d08_apr06,a-pr6,search,AD02,1054,0.5,4
AD01_d02_apr05,a-pr5,search,AD01,2625,-0.5,2
AD08_d06_apr22,a-pr22,search,AD08,1826,na,6
AD02_d07_apr23,a-pr23,search,AD02,4023,-1,1
AD07_d03_apr01,a-pr1,search,AD07,1662,0,3
AD06_d04_apr30,a-pr30,search,AD06,2208,0,3
AD10_d04_apr22,a-pr22,search,AD10,2350,na,6
controlADC34_D06_apr21,a-pr21,memorize,controlADC34,32400,0,3
AD04_d03_apr13,a-pr13,search,AD04,18984,1,5
AD08_d03_apr16,a-pr16,search,AD08,19988,1,5
AD03_d07_apr30,a-pr30,search,AD03,17039,0.5,4
AD03_d01_apr05,a-pr5,search,AD03,25249,1,5
AD02_d11_apr26,a-pr26,search,AD02,12506,0,3
controlADC33_D02_apr05,a-pr5,memorize,controlADC33,16145,0,3
controlADC33_D01_apr06,a-pr6,memorize,controlADC33,26380,1,5
AD04_d06_apr30,a-pr30,search,AD04,9875,0,3
controlADC32_D12_apr23,a-pr23,memorize,controlADC32,8065,1,5
AD03_d08_apr04,a-pr4,search,AD03,8831,na,6
controlADC33_D05_apr01,a-pr1,memorize,controlADC33,39380,1,5
AD06_d04_apr30,a-pr30,search,AD06,7157,0,3
controlADC36_D02_apr05,a-pr5,memorize,controlADC36,12781,-0.5,2
AD04_d02_apr01,a-pr1,search,AD04,28724,0,3
AD06_d07_apr13,a-pr13,search,AD06,6257,-0.5,2
controlADC32_D09_apr06,a-pr6,memorize,controlADC32,11588,0,3
AD06_d015_apr26,a-pr26,search,AD06,4548,0,3
controlADC36_D05_apr14,a-pr14,memorize,controlADC36,3837,0.5,4
AD02_d07_apr23,a-pr23,search,AD02,7502,1,5
AD08_d01_apr26,a-pr26,search,AD08,6677,0.5,4
AD06_d11_apr06,a-pr6,search,AD06,3268,1,5
AD10_d07_apr16,a-pr16,search,AD10,9712,-0.5,2
AD10_d06_apr06,a-pr6,search,AD10,9679,-0.5,2
AD09_d04_apr19,a-pr19,search,AD09,8512,0.5,4
controlADC36_D04_apr10,a-pr10,memorize,controlADC36,13175,1,5
controlADC33_D03_apr26,a-pr26,memorize,controlADC33,4557,na,6
AD02_d08_apr06,a-pr6,search,AD02,2014,na,6
controlADC32_D13_apr26,a-pr26,memorize,controlADC32,4046,1,5
AD06_d10_apr05,a-pr5,search,AD06,1401,1,5
AD10_d04_apr22,a-pr22,search,AD10,5275,1,5
controlADC34_D04_apr22,a-pr22,memorize,controlADC34,10086,0.5,4
AD04_d05_apr05,a-pr5,search,AD04,9526,1,5
AD10_d02_apr05,a-pr5,search,AD10,7642,-0.5,2
AD07_d04_apr23,a-pr23,search,AD07,2619,na,6
controlADC36_D07_apr04,a-pr4,memorize,controlADC36,3735,na,6
AD01_d03_apr01,a-pr1,search,AD01,3556,0,3
controlADC32_D10_apr01,a-pr1,memorize,controlADC32,6122,0,3
AD01_d10_apr16,a-pr16,search,AD01,3358,1,5
controlADC34_D03_apr30,a-pr30,memorize,controlADC34,5591,0,3
AD04_d04_apr32,a-pr32,search,AD04,3621,0,3
AD09_d05_apr13,a-pr13,search,AD09,7296,0.5,4
AD08_d07_apr10,a-pr10,search,AD08,7171,0,3
controlADC34_D01_apr13,a-pr13,memorize,controlADC34,6932,0,3
AD03_d04_apr13,a-pr13,search,AD03,6878,0,3
AD07_d03_apr01,a-pr1,search,AD07,3726,1,5
controlADC35_D01_apr22,a-pr22,memorize,controlADC35,2158,0,3
AD01_d01_apr19,a-pr19,search,AD01,2971,0,3
controlADC32_D08_apr30,a-pr30,memorize,controlADC32,8292,na,6
AD02_d03_apr10,a-pr10,search,AD02,2135,0,3
AD01_d04_apr04,a-pr4,search,AD01,1669,0,3
AD01_d05_apr30,a-pr30,search,AD01,1476,0,3
AD01_d06_apr22,a-pr22,search,AD01,3507,0,3
AD03_d05_apr06,a-pr6,search,AD03,6788,-0.5,2
AD09_d01_apr06,a-pr6,search,AD09,4099,0,3
AD01_d11_apr10,a-pr10,search,AD01,3752,-0.5,2
AD06_d14_apr23,a-pr23,search,AD06,5776,na,6
AD06_d13_apr16,a-pr16,search,AD06,1597,0,3
AD01_d08_apr13,a-pr13,search,AD01,2104,0,3
AD09_d03_apr04,a-pr4,search,AD09,3597,0,3
AD03_d09_apr23,a-pr23,search,AD03,2258,1,5
controlADC35_D04_apr01,a-pr19,memorize,controlADC35,4332,-1,1
AD06_d06_apr10,a-pr10,search,AD06,6779,0.5,4
controlADC34_D02_apr04,a-pr4,memorize,controlADC34,9887,0.5,4
AD01_d07_apr23,a-pr23,search,AD01,3104,0,3
AD03_d03_apr22,a-pr22,search,AD03,5389,1,5
controlADC34_D05_apr16,a-pr16,memorize,controlADC34,2693,0,3
AD07_d01_apr10,a-pr10,search,AD07,6832,1,5
AD02_d04_apr21,a-pr21,search,AD02,6316,0,3
AD08_d04_apr01,a-pr1,search,AD08,4216,0.5,4
AD03_d02_apr01,a-pr1,search,AD03,9310,-0.5,2
AD02_d13_apr16,a-pr16,search,AD02,13993,na,6
controlADC35_D05_apr32,a-pr32,memorize,controlADC35,8138,-0.5,2
AD06_d02_apr19,a-pr19,search,AD06,7903,1,5
AD02_d06_apr01,a-pr1,search,AD02,2379,1,5
AD07_d02_apr16,a-pr16,search,AD07,2353,1,5
AD10_d01_apr19,a-pr19,search,AD10,1098,1,5
AD06_d03_apr14,a-pr14,search,AD06,4347,0.5,4
AD07_d06_apr04,a-pr4,search,AD07,2404,na,6
AD06_d01_apr21,a-pr21,search,AD06,2610,0,3
AD08_d05_apr05,a-pr5,search,AD08,4847,1,5
AD08_d02_apr21,a-pr21,search,AD08,6263,0,3
AD02_d01_apr22,a-pr22,search,AD02,3012,na,6
AD04_d01_apr21,a-pr21,search,AD04,2121,0,3
controlADC36_D03_apr16,a-pr19,memorize,controlADC36,2883,na,6
AD04_d07_apr23,a-pr23,search,AD04,5045,na,6
AD03_d10_apr19,a-pr19,search,AD03,1649,na,6
AD07_d07_apr32,a-pr32,search,AD07,1436,na,6
AD09_d02_apr05,a-pr5,search,AD09,1011,na,6
controlADC32_D07_apr16,a-pr16,memorize,controlADC32,2704,0.5,4
AD08_d06_apr22,a-pr22,search,AD08,2498,na,6
controlADC35_D02_apr05,a-pr5,memorize,controlADC35,5222,0.5,4
AD02_d02_apr13,a-pr13,search,AD02,1258,na,6
controlADC32_D11_apr32,a-pr32,memorize,controlADC32,6455,0.5,4
AD10_d05_apr13,a-pr13,search,AD10,1792,na,6
AD06_d08_apr01,a-pr1,search,AD06,2875,na,6
AD08_d08_apr13,a-pr13,search,AD08,3846,0.5,4
controlADC35_D03_apr21,a-pr21,memorize,controlADC35,2252,na,6
AD01_d09_apr21,a-pr21,search,AD01,1998,0.5,4
AD06_d12_apr22,a-pr22,search,AD06,1689,na,6
AD01_d02_apr05,a-pr5,search,AD01,2532,1,5
AD04_d07_apr23,a-pr23,search,AD04,15811,na,6
AD03_d09_apr23,a-pr23,search,AD03,3290,na,6
AD06_d08_apr01,a-pr1,search,AD06,5747,-0.5,2
controlADC34_D04_apr22,a-pr22,memorize,controlADC34,2873,-1,1
AD03_d02_apr01,a-pr1,search,AD03,5130,-1,1
AD10_d01_apr19,a-pr19,search,AD10,12655,1,5
AD03_d04_apr13,a-pr13,search,AD03,2221,-1,1
AD02_d01_apr22,a-pr22,search,AD02,4893,-1,1
controlADC35_D04_apr01,a-pr19,memorize,controlADC35,4907,1,5
AD07_d02_apr16,a-pr16,search,AD07,4323,0,3
AD10_d06_apr06,a-pr6,search,AD10,5476,-1,1
AD08_d08_apr13,a-pr13,search,AD08,3637,-0.5,2
AD09_d02_apr05,a-pr5,search,AD09,10323,0,3
AD02_d13_apr16,a-pr16,search,AD02,11797,-0.5,2
AD09_d05_apr13,a-pr13,search,AD09,4371,-1,1
AD04_d01_apr21,a-pr21,search,AD04,6487,na,6
controlADC35_D01_apr22,a-pr22,memorize,controlADC35,2487,0.5,4
AD07_d07_apr32,a-pr32,search,AD07,12329,-0.5,2
AD04_d04_apr32,a-pr32,search,AD04,9852,na,6
AD06_d10_apr05,a-pr5,search,AD06,2038,-0.5,2
AD02_d07_apr23,a-pr23,search,AD02,7526,-1,1
controlADC36_D02_apr05,a-pr5,memorize,controlADC36,2879,na,6
AD06_d03_apr14,a-pr14,search,AD06,4481,-0.5,2
AD10_d02_apr05,a-pr5,search,AD10,7444,-0.5,2
AD01_d08_apr13,a-pr13,search,AD01,5355,-0.5,2
AD01_d10_apr16,a-pr16,search,AD01,12286,-0.5,2
AD04_d06_apr30,a-pr30,search,AD04,2809,na,6
controlADC32_D09_apr06,a-pr6,memorize,controlADC32,2176,-1,1
AD01_d05_apr30,a-pr30,search,AD01,3569,0,3
AD02_d08_apr06,a-pr6,search,AD02,14598,na,6
controlADC32_D10_apr01,a-pr1,memorize,controlADC32,6391,-1,1
controlADC36_D05_apr14,a-pr14,memorize,controlADC36,1435,na,6
AD01_d03_apr01,a-pr1,search,AD01,4578,0,3
AD06_d01_apr21,a-pr21,search,AD06,2851,na,6
AD02_d11_apr26,a-pr26,search,AD02,4765,0,3
AD04_d05_apr05,a-pr5,search,AD04,3006,na,6
controlADC32_D11_apr32,a-pr32,memorize,controlADC32,5147,-0.5,2
AD08_d06_apr22,a-pr22,search,AD08,3900,-1,1
AD04_d03_apr13,a-pr13,search,AD04,2342,-1,1
controlADC34_D05_apr16,a-pr16,memorize,controlADC34,1652,-1,1
AD01_d01_apr19,a-pr19,search,AD01,1482,0,3
controlADC32_D07_apr16,a-pr16,memorize,controlADC32,1346,0,3
AD03_d05_apr06,a-pr6,search,AD03,1723,-0.5,2
controlADC33_D02_apr05,a-pr5,memorize,controlADC33,1918,na,6
controlADC32_D08_apr30,a-pr30,memorize,controlADC32,1936,-0.5,2
controlADC35_D03_apr21,a-pr21,memorize,controlADC35,3480,0.5,4
controlADC33_D05_apr01,a-pr1,memorize,controlADC33,2805,0.5,4
controlADC32_D12_apr23,a-pr23,memorize,controlADC32,1739,-0.5,2
AD01_d06_apr22,a-pr22,search,AD01,1583,0.5,4
AD06_d07_apr13,a-pr13,search,AD06,2423,-1,1
AD07_d04_apr23,a-pr23,search,AD07,2213,-1,1
AD10_d04_apr22,a-pr22,search,AD10,3228,-0.5,2
AD06_d14_apr23,a-pr23,search,AD06,1830,-1,1
AD08_d02_apr21,a-pr21,search,AD08,1371,na,6
AD09_d03_apr04,a-pr4,search,AD09,11710,0.5,4
AD01_d09_apr21,a-pr21,search,AD01,3490,-0.5,2
AD01_d04_apr04,a-pr4,search,AD01,1522,0,3
AD07_d06_apr04,a-pr4,search,AD07,2401,-1,1
controlADC32_D13_apr26,a-pr26,memorize,controlADC32,2467,-0.5,2
AD01_d07_apr23,a-pr23,search,AD01,1871,-0.5,2
AD08_d01_apr26,a-pr26,search,AD08,1652,-0.5,2
AD08_d03_apr16,a-pr16,search,AD08,3827,na,6
AD06_d11_apr06,a-pr6,search,AD06,1454,-1,1
controlADC34_D03_apr30,a-pr30,memorize,controlADC34,5148,0,3
controlADC35_D05_apr32,a-pr32,memorize,controlADC35,2289,0.5,4
AD06_d04_apr30,a-pr30,search,AD06,1722,0,3
AD01_d02_apr05,a-pr5,search,AD01,5835,-0.5,2
controlADC34_D02_apr04,a-pr4,memorize,controlADC34,4744,-0.5,2
controlADC36_D04_apr10,a-pr10,memorize,controlADC36,41970,0,3
AD06_d13_apr16,a-pr16,search,AD06,2853,-0.5,2
