trial,start,end,x,y,mad.x,mad.y,peak.vx,peak.vy,dur,event,participant,image
5,133.4999173,134.5820376,1403,667,7.413,2.9652,5,5,1082.1202999211398,fixation,ADC06,a-pr13.png
5,134.609999,134.9368109,1286,692,2.9652,1.4826,6,4.5,326.8119,fixation,ADC06,a-pr13.png
6,149.4830742,149.5371061,1264,732,1.4826,2.9652,-3,7,54.03190001,fixation,ADC06,a-pr22.png
6,149.5390141,149.7137343,1263,731,1.4826,2.9652,5,-7.5,174.7202,fixation,ADC06,a-pr22.png
6,149.7478762,150.0777264,1021,678,2.9652,2.9652,-5,5.5,329.8502001,fixation,ADC06,a-pr22.png
6,150.0917545,150.4374474,1022,594,4.4478,1.4826,3.5,-6,345.6929,fixation,ADC06,a-pr22.png
6,150.4694325,150.6213377,1014,725,4.4478,1.4826,-3.5,-3.5,151.9052,fixation,ADC06,a-pr22.png
6,150.6434055,150.9874554,1051,606,4.4478,1.4826,4.5,-4,344.0499,fixation,ADC06,a-pr22.png
6,151.025405,151.2073434,1465,725,2.9652,1.4826,6.5,2.5,181.93839995751702,fixation,ADC06,a-pr22.png
6,151.2213865,151.4894664,1529,768,2.9652,1.4826,-3.5,-2.5,268.0798999,fixation,ADC06,a-pr22.png
6,151.5273952,151.8492137,1683,643,4.4478,4.4478,5,-5.5,321.8185001,fixation,ADC06,a-pr22.png
6,151.8713116,152.1294046,1538,617,4.4478,1.4826,4.5,5.5,258.0929999,fixation,ADC06,a-pr22.png
6,152.1371342,152.3969211,1553,568,2.9652,3.7065,3.5,4.5,259.7868999,fixation,ADC06,a-pr22.png
7,154.0329481,154.6127577,1132,785,4.4478,2.9652,-3.5,5.5,579.8096001,fixation,ADC06,a-pr10.png
7,154.6267397,154.8286268,1036,775,4.4478,1.4826,-7,3,201.88710000343198,fixation,ADC06,a-pr10.png
7,154.9075571,155.2432909,1129,771.5,2.9652,5.1891,6,-6.5,335.7338,fixation,ADC06,a-pr10.png
7,155.2553549,155.7330106,1024,760,2.9652,2.9652,7,3.5,477.6557,fixation,ADC06,a-pr10.png
7,155.7589971,156.3027015,1149,756,8.8956,2.9652,-4.5,5.5,543.7044,fixation,ADC06,a-pr10.png
7,156.3427524,156.7414537,1356,746,2.9652,2.9652,-8.5,-5.5,398.7013,fixation,ADC06,a-pr10.png
7,156.7694207,157.0533859,1253,754,4.4478,1.4826,4.5,3.5,283.9652001,fixation,ADC06,a-pr10.png
7,157.08329,157.455132,1389,740,1.4826,2.9652,-5.5,-3.5,371.8420001,fixation,ADC06,a-pr10.png
7,157.4784292,158.0527112,1267,742,7.413,2.9652,5,-5.5,574.282,fixation,ADC06,a-pr10.png
7,158.0647379,158.706803,1328,768,4.4478,2.9652,6.5,5,642.0651,fixation,ADC06,a-pr10.png
7,158.7143939,159.0892022,1268,746,4.4478,2.9652,6,3.5,374.8083,fixation,ADC06,a-pr10.png
7,159.1271161,159.1910397,1393.5,733,20.7564,7.413,6.5,4.5,63.92360001,fixation,ADC06,a-pr10.png
7,159.1950284,159.7747287,1322,756,2.9652,1.4826,5.5,-5,579.7003,fixation,ADC06,a-pr10.png
7,159.7847189,160.1446246,1266,724,2.9652,2.9652,3.5,3.5,359.90569996647497,fixation,ADC06,a-pr10.png
7,160.1545933,160.5404225,1348,742,2.9652,1.4826,-6.5,-3.5,385.8292,fixation,ADC06,a-pr10.png
7,160.5484385,160.8391958,1389,745,2.9652,2.9652,-4,5,290.7572999,fixation,ADC06,a-pr10.png
7,161.0151922,161.2510031,1346,753,4.4478,2.9652,3.5,-5,235.8109,fixation,ADC06,a-pr10.png
7,161.2630342,161.5967739,1281,721,4.4478,2.9652,5.5,-5,333.7397,fixation,ADC06,a-pr10.png
7,161.6027973,161.8785842,1250,735,2.9652,2.9652,4,-4.5,275.7869,fixation,ADC06,a-pr10.png
7,161.8885982,161.9985324,1285,735,2.9652,1.4826,-5,-4,109.9342,fixation,ADC06,a-pr10.png
8,174.4597913,174.7437991,1267,717,2.9652,2.9652,-3.5,7.5,284.0078,fixation,ADC06,a-pr4.png
8,174.791694,175.1556331,1030,723,4.4478,2.9652,4.5,-5,363.9391,fixation,ADC06,a-pr4.png
8,175.1737582,175.3935947,925,683,4.4478,2.9652,-5.5,5.5,219.8365,fixation,ADC06,a-pr4.png
8,175.4257707,175.5834119,1230,615,2.9652,2.9652,5.5,-3,157.64119999971598,fixation,ADC06,a-pr4.png
8,175.6073895,175.9253024,1228,757,2.9652,2.9652,4,-7,317.9129,fixation,ADC06,a-pr4.png
8,175.9621857,176.2441377,1555,680,2.9652,2.9652,6,-3,281.952,fixation,ADC06,a-pr4.png
8,176.2760074,176.6257718,1801,750,4.4478,1.4826,6.5,-4.5,349.7644,fixation,ADC06,a-pr4.png
8,176.6297749,176.8836859,1773,777,1.4826,1.4826,5,-3.5,253.911,fixation,ADC06,a-pr4.png
8,176.9616346,177.2276386,786,779,2.9652,1.4826,5,-2.5,266.004,fixation,ADC06,a-pr4.png
8,177.2356561,177.3337159,761,802,1.4826,1.4826,-6,-2.5,98.05980006,fixation,ADC06,a-pr4.png
8,177.3639055,177.5856797,1056,799,4.4478,1.4826,-5,-3,221.7742,fixation,ADC06,a-pr4.png
8,177.6036451,178.119434,1219,765,8.8956,1.4826,4,4,515.7889,fixation,ADC06,a-pr4.png
8,178.1433751,178.3872758,1386,777,2.9652,1.4826,5,-3.5,243.9007,fixation,ADC06,a-pr4.png
8,178.4118054,178.705238,1547,646,2.9652,2.9652,-4.5,-4.5,293.4326,fixation,ADC06,a-pr4.png
9,180.4272371,180.6690589,1362,670,1.4826,1.4826,-3.5,-2.5,241.8218,fixation,ADC06,a-pr19.png
9,180.6910013,180.9254965,1482,714,2.9652,2.9652,-6.5,-4.5,234.49520005260598,fixation,ADC06,a-pr19.png
9,180.9558928,181.167715,1316,723,4.4478,2.9652,4,-5,211.82219998445402,fixation,ADC06,a-pr19.png
9,181.3076951,181.6494384,1351,728,2.9652,4.4478,6,6,341.7433,fixation,ADC06,a-pr19.png
9,181.6774553,181.9232846,1214,729,2.9652,2.9652,5.5,6.5,245.8292999,fixation,ADC06,a-pr19.png
9,181.9412723,182.9978392,1305,745,4.4478,5.9304,4.5,-7.5,1056.5669,fixation,ADC06,a-pr19.png
9,183.143819,183.5815369,1288,761,2.9652,2.9652,3,-7.5,437.7178999,fixation,ADC06,a-pr19.png
9,183.5992734,184.0751526,1222,749,5.9304,2.9652,-5,5,475.8792001,fixation,ADC06,a-pr19.png
9,184.087204,184.7929183,1293,777,8.8956,8.8956,-5.5,-5,705.7143,fixation,ADC06,a-pr19.png
9,184.9648135,185.5235614,1268,778,4.4478,2.9652,5.5,-4.5,558.7478999,fixation,ADC06,a-pr19.png
9,185.5314736,185.741351,1197,780,2.9652,2.9652,7.5,5,209.87740000782702,fixation,ADC06,a-pr19.png
9,185.9352981,186.3350043,1203,776,4.4478,2.9652,4,-3.5,399.70620006692997,fixation,ADC06,a-pr19.png
9,186.3570438,187.0287218,1337,747,7.413,2.9652,8.5,5.5,671.6779999,fixation,ADC06,a-pr19.png
9,187.048759,187.3575635,1433,699,2.9652,2.9652,4.5,5,308.8045,fixation,ADC06,a-pr19.png
9,187.3666605,187.58549,1377,698,4.4478,2.9652,5,-6,218.8294999,fixation,ADC06,a-pr19.png
9,187.5974443,187.8832575,1276,708,2.9652,2.9652,-3.5,5.5,285.8132,fixation,ADC06,a-pr19.png
9,188.0511631,188.3292039,1251,712,2.9652,2.9652,-5,-5.5,278.0407999,fixation,ADC06,a-pr19.png
9,188.3331148,188.4051504,1275,725,2.9652,2.9652,-6,7,72.03559997,fixation,ADC06,a-pr19.png
10,200.8364012,201.0802497,1284,717.5,4.4478,2.2239,-4.5,-6.5,243.84850007481901,fixation,ADC06,a-pr14.png
10,201.1184574,201.3523504,882,686,4.4478,2.9652,-7.5,-5,233.89300005510398,fixation,ADC06,a-pr14.png
10,201.364349,201.6741667,825,654,4.4478,1.4826,-5.5,4,309.81769999561897,fixation,ADC06,a-pr14.png
10,201.6921585,202.0200901,748.5,711,2.2239,2.9652,-4.5,-4.5,327.9315999,fixation,ADC06,a-pr14.png
10,202.0759812,202.4578163,1524,783,4.4478,2.9652,5.5,-5,381.8351,fixation,ADC06,a-pr14.png
10,202.4677078,202.6676623,1467.5,738,2.2239,2.9652,5,5,199.9545001,fixation,ADC06,a-pr14.png
10,202.6916694,203.3242285,1585,774,13.3434,11.8608,5.5,-6,632.5591,fixation,ADC06,a-pr14.png
10,203.3462141,203.8303111,1712,813,13.3434,2.2239,5.5,4,484.0970001,fixation,ADC06,a-pr14.png
10,203.864127,204.0960496,1474,759,2.9652,2.9652,-6,3,231.9226,fixation,ADC06,a-pr14.png
10,204.1338776,204.2859143,1179,781.5,7.413,2.2239,-4,5.5,152.0367,fixation,ADC06,a-pr14.png
10,204.3278303,204.5917003,938,742,2.9652,1.4826,4.5,4,263.87,fixation,ADC06,a-pr14.png
10,204.5996207,204.8015313,909,711,2.9652,1.4826,4,5.5,201.9106001,fixation,ADC06,a-pr14.png
10,204.8344911,205.0178088,973,585,4.4478,1.4826,-6.5,-3.5,183.3177,fixation,ADC06,a-pr14.png
10,205.056389,205.3801941,1359,554,2.9652,2.9652,8,-3.5,323.8051001,fixation,ADC06,a-pr14.png
11,207.0882469,207.2420791,1251,770,2.9652,2.9652,-4.5,6,153.8322001,fixation,ADC06,a-pr21.png
11,207.2440952,207.4780576,1252,765,2.9652,2.9652,-6,-6.5,233.9623999,fixation,ADC06,a-pr21.png
11,207.7918005,208.1496756,1008,700,1.4826,2.9652,6.5,-8,357.8751,fixation,ADC06,a-pr21.png
11,208.1815086,208.4174547,1167,752,2.9652,2.9652,-5,-4.5,235.9461,fixation,ADC06,a-pr21.png
11,208.4473742,208.7441831,1338,780,2.9652,2.9652,6,-5.5,296.8089001,fixation,ADC06,a-pr21.png
11,208.7652229,209.1121103,1233,782,2.9652,2.9652,4.5,-3.5,346.8874,fixation,ADC06,a-pr21.png
11,209.1161501,209.3460208,1176,764,2.9652,2.9652,6,-5,229.8707,fixation,ADC06,a-pr21.png
11,209.3639359,209.6717405,1288,766,2.9652,2.9652,-4.5,-5.5,307.80459998641203,fixation,ADC06,a-pr21.png
11,209.6977422,210.2733968,1188,758,4.4478,2.9652,3.5,-3.5,575.6545999,fixation,ADC06,a-pr21.png
11,210.301516,210.5932129,1342,715.5,2.9652,3.7065,-4.5,4.5,291.6969,fixation,ADC06,a-pr21.png
11,210.605234,212.2375093,1391,659,10.3782,11.8608,-5.5,-6.5,1632.2753,fixation,ADC06,a-pr21.png
11,212.2414839,213.4858666,1407,661,2.9652,7.413,-4.5,-6,1244.3827,fixation,ADC06,a-pr21.png
11,213.4898437,213.8855728,1398,686.5,2.9652,3.7065,6,-5,395.7291,fixation,ADC06,a-pr21.png
11,213.8898813,214.1154329,1407,673,2.9652,2.9652,-4.5,6,225.5516,fixation,ADC06,a-pr21.png
11,214.1214407,214.183464,1400,667,1.4826,2.9652,5,4.5,62.0233001,fixation,ADC06,a-pr21.png
11,214.2014583,214.8311683,1265,705,2.9652,2.9652,6,5,629.71,fixation,ADC06,a-pr21.png
11,214.8333605,214.9933955,1262.5,742,2.2239,2.9652,4.5,-8.5,160.03500001875202,fixation,ADC06,a-pr21.png
12,229.3183049,229.5401873,1250,740,4.4478,5.9304,6,-6,221.88240003401899,fixation,ADC06,a-pr16.png
12,229.582092,229.9748618,893,717,3.7065,2.9652,5,-3.5,392.7698,fixation,ADC06,a-pr16.png
12,230.0219389,230.3227086,1334,696,5.1891,5.9304,-5,-5.5,300.7697,fixation,ADC06,a-pr16.png
12,230.3607026,230.5338759,1638,655,2.9652,2.9652,-5.5,-4,173.1732999,fixation,ADC06,a-pr16.png
12,230.5448361,230.6243146,1668,609,1.4826,2.9652,-5,4.5,79.47849999,fixation,ADC06,a-pr16.png
12,230.6268334,230.7867269,1665,607.5,4.4478,3.7065,4.5,5.5,159.8935,fixation,ADC06,a-pr16.png
12,230.7887476,230.842662,1659,603,2.9652,1.4826,-6.5,-6,53.91439998,fixation,ADC06,a-pr16.png
12,230.8566826,231.2125,1631,503,3.7065,4.4478,6,-7,355.8174,fixation,ADC06,a-pr16.png
12,231.2624171,231.5323579,1261,689,2.9652,2.9652,-6,5.5,269.9408,fixation,ADC06,a-pr16.png
12,231.5723272,231.8502463,886,703,2.9652,1.4826,-6.5,4,277.9191,fixation,ADC06,a-pr16.png
12,231.8621719,232.3539581,929,694.5,10.3782,8.1543,5.5,-4.5,491.78619997087503,fixation,ADC06,a-pr16.png
12,232.3678801,232.5318525,862,693,2.2239,1.4826,-5,-2.5,163.9723999,fixation,ADC06,a-pr16.png
12,232.5678653,232.8143639,1156,761,2.9652,1.4826,-6,-3.5,246.4986,fixation,ADC06,a-pr16.png
12,232.8365565,233.0944656,1270,675,2.9652,1.4826,6,-5.5,257.9091,fixation,ADC06,a-pr16.png
13,234.8003991,235.5220377,790,710,10.3782,2.9652,5,-3,721.6386,fixation,ADC06,a-pr5.png
13,235.5680816,235.961841,1107,741,5.9304,2.9652,4.5,5,393.7594,fixation,ADC06,a-pr5.png
13,236.0018603,236.3796725,1362,698,2.9652,4.4478,4.5,6,377.8121999,fixation,ADC06,a-pr5.png
13,236.3936592,237.1961718,1414,704,5.9304,4.4478,-5,-6.5,802.5126,fixation,ADC06,a-pr5.png
13,237.3540428,238.2577651,1391,671,4.4478,5.9304,7.5,7,903.7223,fixation,ADC06,a-pr5.png
13,238.2656801,238.9194163,1427,691,4.4478,4.4478,6.5,-7,653.7362001,fixation,ADC06,a-pr5.png
13,238.9313663,239.1682365,1336,711,2.9652,2.9652,5.5,4.5,236.8702,fixation,ADC06,a-pr5.png
13,239.2022397,239.5719344,1169,778,2.9652,2.9652,6,5.5,369.6947,fixation,ADC06,a-pr5.png
13,239.6120588,239.8917517,976,797,2.9652,1.4826,5.5,4,279.6928999,fixation,ADC06,a-pr5.png
13,239.9258034,240.455623,1185,788,7.413,4.4478,4,7,529.8196001,fixation,ADC06,a-pr5.png
13,240.485553,240.805269,1334,774,2.9652,2.9652,-5.5,-5.5,319.716,fixation,ADC06,a-pr5.png
13,240.8212788,241.2360999,1453,737,2.9652,2.9652,-4.5,5,414.82110002448303,fixation,ADC06,a-pr5.png
13,241.2561132,241.5119887,1365,726,2.9652,1.4826,-4.5,-5,255.87549996680497,fixation,ADC06,a-pr5.png
13,241.5239566,241.8057998,1447,740,2.9652,1.4826,-5.5,-4,281.8432,fixation,ADC06,a-pr5.png
13,241.8258079,242.1657168,1330,723,2.9652,2.9652,6.5,6,339.9088999,fixation,ADC06,a-pr5.png
13,242.3796461,242.6095879,1292,715,2.9652,2.9652,4,-9.5,229.9418001,fixation,ADC06,a-pr5.png
13,242.6155344,242.7373894,1256,726,2.9652,2.9652,5,-4.5,121.85499998645399,fixation,ADC06,a-pr5.png
14,257.9563377,258.0262913,1250,732,2.9652,2.9652,-5,5.5,69.95359994,fixation,ADC06,a-pr23.png
14,258.0322929,258.225135,1283,729,4.4478,4.4478,5,-4.5,192.84210000091701,fixation,ADC06,a-pr23.png
14,258.2631195,258.5601779,1055,704,4.4478,2.9652,-5,-3.5,297.0584,fixation,ADC06,a-pr23.png
14,258.5882821,259.2486307,844,661,5.9304,7.413,-7,-3,660.3486,fixation,ADC06,a-pr23.png
14,259.2746691,259.7863867,1113,667,2.9652,10.3782,-4.5,-7,511.7176,fixation,ADC06,a-pr23.png
14,259.8144637,260.1981519,1287,693,2.9652,1.4826,-5,-4,383.6882,fixation,ADC06,a-pr23.png
14,260.2421948,260.6569504,1564,652,2.9652,2.9652,5,5,414.7555999,fixation,ADC06,a-pr23.png
14,260.6908783,260.8907757,1754,700,2.9652,2.9652,-6.5,4.5,199.8974001,fixation,ADC06,a-pr23.png
14,260.9227297,261.2425864,1621,801,2.9652,1.4826,4.5,3.5,319.85669990535797,fixation,ADC06,a-pr23.png
14,261.3065011,261.5563583,928,759,2.9652,2.9652,-6.5,5,249.8572,fixation,ADC06,a-pr23.png
14,261.5603738,261.8805968,953,756,2.9652,2.9652,-4.5,-3.5,320.223,fixation,ADC06,a-pr23.png
14,261.9343713,262.1383027,1329,561.5,5.9304,2.2239,2.5,4,203.9314,fixation,ADC06,a-pr23.png
14,262.168348,262.4640282,1195.5,654,3.7065,1.4826,5,-3.5,295.68020003012003,fixation,ADC06,a-pr23.png
14,262.4840256,262.6139973,1089,675,2.9652,1.4826,6,-4,129.9717,fixation,ADC06,a-pr23.png
15,264.258003,264.9126216,1587,656,5.9304,5.9304,-5,5.5,654.6186,fixation,ADC06,a-pr1.png
15,264.9865806,265.2324238,1151,626,4.4478,2.9652,-5,-4.5,245.8432,fixation,ADC06,a-pr1.png
15,265.2604484,265.4543581,990,648,4.4478,2.9652,5,-3.5,193.9097,fixation,ADC06,a-pr1.png
15,265.6142392,265.8621546,1177,728,2.9652,5.9304,5.5,-4.5,247.9154001,fixation,ADC06,a-pr1.png
15,265.8922199,266.3701349,1040,726,4.4478,2.9652,4.5,5,477.9150001,fixation,ADC06,a-pr1.png
15,266.3943673,266.6437106,1148,739,2.9652,2.9652,-6.5,-4.5,249.34330000542099,fixation,ADC06,a-pr1.png
15,266.6636615,266.9697641,1300,730,2.9652,2.9652,-5.5,4.5,306.1026001,fixation,ADC06,a-pr1.png
15,267.0164315,267.3723093,1164,723,2.9652,2.9652,-4,-6,355.87780002993003,fixation,ADC06,a-pr1.png
15,267.3842404,267.614149,1223,753,2.9652,2.9652,-3.5,-4.5,229.9086,fixation,ADC06,a-pr1.png
15,267.6322339,267.9539548,1126,750,1.4826,2.9652,5.5,5,321.7209,fixation,ADC06,a-pr1.png
15,267.9699831,268.1959227,1227,762,2.9652,1.4826,-5,-5,225.9396,fixation,ADC06,a-pr1.png
15,268.2198898,268.573828,1334,751,5.9304,2.9652,6,4.5,353.93819992896204,fixation,ADC06,a-pr1.png
15,268.5838479,268.8017115,1254,735,2.9652,2.9652,6,3.5,217.8636001,fixation,ADC06,a-pr1.png
15,268.8137114,269.0375783,1362.5,737,6.6717,1.4826,-7,-3.5,223.86689994232302,fixation,ADC06,a-pr1.png
15,269.0524394,269.3364122,1454,742,5.9304,1.4826,-5,3.5,283.9727999,fixation,ADC06,a-pr1.png
15,269.3634392,269.7121769,1320,737,2.9652,1.4826,5.5,3,348.7377,fixation,ADC06,a-pr1.png
15,269.7361176,270.0000331,1230,752,2.9652,1.4826,4,-4.5,263.91549990512397,fixation,ADC06,a-pr1.png
15,270.014061,270.121914,1335,753.5,4.4478,2.2239,-8,7.5,107.853,fixation,ADC06,a-pr1.png
15,270.1238949,270.3737477,1338,754,2.9652,1.4826,5.5,-7,249.8528,fixation,ADC06,a-pr1.png
15,270.4016518,270.5817436,1278,751,2.9652,1.4826,-4,-5,180.0917999,fixation,ADC06,a-pr1.png
15,270.5916892,270.8517048,1329,750.5,2.9652,2.2239,-5,-4.5,260.0155999,fixation,ADC06,a-pr1.png
15,270.8757846,271.0795612,1251,763,2.9652,2.9652,4.5,-4.5,203.7766,fixation,ADC06,a-pr1.png
15,271.097638,271.3853882,1358,757,2.9652,2.9652,-4,-6.5,287.7502,fixation,ADC06,a-pr1.png
15,271.4017676,271.6322473,1291,734,2.9652,2.9652,-3.5,5.5,230.47969993012902,fixation,ADC06,a-pr1.png
15,271.813429,272.0602139,1267,729,4.4478,4.4478,-4.5,-5.5,246.7849,fixation,ADC06,a-pr1.png
15,272.067308,272.2353862,1296,739,2.9652,1.4826,4,-3.5,168.0782,fixation,ADC06,a-pr1.png
1,589.071871,589.5697847,1268,721,4.4478,2.9652,5.5,-3,497.91369994636597,fixation,ADC07,a-pr16.png
1,589.5797787,589.7918138,1189,719,2.9652,1.4826,-5,3,212.0351,fixation,ADC07,a-pr16.png
1,589.8098049,589.9557981,1337,705,2.9652,1.4826,-5.5,-3,145.99320001434498,fixation,ADC07,a-pr16.png
1,589.9897705,590.245704,1681.5,651,3.7065,1.4826,5,-3,255.9335,fixation,ADC07,a-pr16.png
1,590.2598428,590.3637107,1715,666,1.4826,1.4826,3.5,-2.5,103.8679,fixation,ADC07,a-pr16.png
1,590.4019241,590.4358292,1359,828,4.4478,2.9652,-3,3,33.90510008,fixation,ADC07,a-pr16.png
1,590.437846,590.5177512,1354,829,1.4826,1.4826,4,4,79.90520005,fixation,ADC07,a-pr16.png
1,590.5497336,590.6017876,1348,825.5,2.9652,2.2239,3.5,2.5,52.05399997,fixation,ADC07,a-pr16.png
1,590.6237802,590.7117479,1216,843,2.9652,1.4826,-6,-2.5,87.96769998,fixation,ADC07,a-pr16.png
1,590.7599695,591.0366251,903,682,2.9652,1.4826,4.5,-4,276.6556001,fixation,ADC07,a-pr16.png
1,591.0506151,591.2577067,832,707,4.4478,1.4826,5,-2.5,207.0916,fixation,ADC07,a-pr16.png
1,591.2677164,591.7465113,767,741,5.9304,1.4826,-5,3.5,478.7949,fixation,ADC07,a-pr16.png
1,591.7704667,592.1356982,887,738,2.9652,1.4826,5.5,2.5,365.2315,fixation,ADC07,a-pr16.png
1,592.1456412,592.3598059,856,733,4.4478,1.4826,-5,-2.5,214.1647,fixation,ADC07,a-pr16.png
1,592.3976237,592.7297145,1342,723,4.4478,1.4826,6,-3,332.0907999,fixation,ADC07,a-pr16.png
1,592.741606,592.8637079,1298,713,2.9652,1.4826,4.5,-2.5,122.1018999,fixation,ADC07,a-pr16.png
2,602.4499065,602.7057893,1263,731,4.4478,2.9652,-4,3,255.88279997464304,fixation,ADC07,a-pr23.png
2,602.7438418,602.9678202,985.5,744,6.6717,1.4826,-5,2.5,223.9784,fixation,ADC07,a-pr23.png
2,602.9797799,603.1256246,940,760,2.9652,1.4826,4,2.5,145.8447,fixation,ADC07,a-pr23.png
2,603.1596304,603.4374437,1329,671,2.9652,1.4826,4,-2.5,277.8133,fixation,ADC07,a-pr23.png
2,603.4574386,603.6333312,1454,694,2.9652,2.9652,5,3.5,175.89259990563698,fixation,ADC07,a-pr23.png
2,603.6529381,603.9671021,1636,718,4.4478,2.9652,-5,3,314.164,fixation,ADC07,a-pr23.png
2,603.9771581,604.2349138,1596,709,2.9652,2.9652,5,3,257.7557001,fixation,ADC07,a-pr23.png
2,604.2430549,604.8068864,1602,721,12.6021,2.9652,6,3,563.8315,fixation,ADC07,a-pr23.png
2,604.8388431,605.1208988,1618,733,1.4826,1.4826,5,3.5,282.05569996498497,fixation,ADC07,a-pr23.png
2,605.1256768,605.3628987,1595,735,2.9652,2.9652,-4.5,2.5,237.2219,fixation,ADC07,a-pr23.png
2,605.3947849,605.6153056,1356,747,2.9652,1.4826,-5.5,3,220.52070004792802,fixation,ADC07,a-pr23.png
2,605.6376805,605.8707727,1187,753,2.9652,2.9652,-6,-2.5,233.09219992006499,fixation,ADC07,a-pr23.png
2,605.8928609,606.1167406,1388,725,4.4478,4.4478,5.5,3,223.8797001,fixation,ADC07,a-pr23.png
2,606.1356291,606.4774668,1240,700,2.9652,1.4826,4.5,3,341.8377,fixation,ADC07,a-pr23.png
2,606.4895532,606.5894257,1201,695,1.4826,1.4826,-3.5,2,99.87250005,fixation,ADC07,a-pr23.png
2,606.6215275,606.7933656,920,749,4.4478,2.9652,-7,-2.5,171.8380999,fixation,ADC07,a-pr23.png
2,606.8192951,607.0751074,1115,664,2.9652,1.4826,4.5,3,255.81230001989803,fixation,ADC07,a-pr23.png
3,608.7171262,608.9270903,809,761,1.4826,1.4826,-5.5,-2.5,209.9641,fixation,ADC07,a-pr32.png
3,608.9930438,609.1350319,1580,748,2.9652,2.9652,5,2.5,141.9881,fixation,ADC07,a-pr32.png
3,609.1630174,609.6307502,1253,721,2.9652,1.4826,-6.5,2.5,467.7328,fixation,ADC07,a-pr32.png
3,609.7187462,609.8106096,1222,732,3.7065,4.4478,5.5,-3,91.86339995,fixation,ADC07,a-pr32.png
3,609.8125887,609.9705229,1220,739,2.9652,2.9652,5.5,-3,157.93419996953202,fixation,ADC07,a-pr32.png
3,609.9846009,610.3364784,1267,720,2.9652,1.4826,-4.5,2.5,351.8775,fixation,ADC07,a-pr32.png
3,610.3574279,610.564485,1240,713,2.9652,1.4826,-5,-3,207.0571,fixation,ADC07,a-pr32.png
3,610.5693096,610.8924344,1264,708,2.9652,2.9652,5,-2.5,323.12479999563897,fixation,ADC07,a-pr32.png
3,610.901096,611.1610079,1246.5,715,2.2239,1.4826,-3.5,-2.5,259.9119,fixation,ADC07,a-pr32.png
3,611.371023,611.6267272,1282,720,2.9652,5.9304,4.5,-3.5,255.7041999,fixation,ADC07,a-pr32.png
3,611.6346952,611.8906915,1248,717,2.9652,2.9652,5,3.5,255.9962999,fixation,ADC07,a-pr32.png
3,612.0307484,612.2465791,1228,708,2.9652,4.4478,-5.5,-4.5,215.8307001,fixation,ADC07,a-pr32.png
3,612.2524992,612.8811898,1256,713,7.413,1.4826,5.5,-3,628.6906,fixation,ADC07,a-pr32.png
3,612.8963022,613.3589992,1267,713,13.3434,4.4478,-7,3,462.697,fixation,ADC07,a-pr32.png
3,613.3670113,613.584888,1244,724,2.9652,2.9652,-4.5,3,217.8766999,fixation,ADC07,a-pr32.png
3,613.5932301,614.0185842,1266,720,2.9652,1.4826,-6.5,3,425.3541,fixation,ADC07,a-pr32.png
3,614.0226573,614.3324347,1252,721,2.9652,1.4826,5,3.5,309.77739999070803,fixation,ADC07,a-pr32.png
3,614.3384609,615.1422263,1272,715,10.3782,1.4826,-10,-3.5,803.7654,fixation,ADC07,a-pr32.png
3,615.1462042,615.7221929,1271,716,2.9652,1.4826,-5,-3,575.9887,fixation,ADC07,a-pr32.png
3,615.7311055,616.0090533,1243,718,4.4478,1.4826,5,-3.5,277.9478,fixation,ADC07,a-pr32.png
3,616.0190609,616.6865526,1270,725,2.9652,4.4478,4.5,3.5,667.4917,fixation,ADC07,a-pr32.png
4,629.9538603,630.2017019,1274,720,2.9652,2.9652,5.5,2.5,247.8416,fixation,ADC07,a-pr13.png
4,630.2377129,630.3656303,1544,726,2.9652,4.4478,5,-3,127.9174001,fixation,ADC07,a-pr13.png
4,630.3915647,630.5274498,1414,706,4.4478,1.4826,5.5,-2.5,135.88509999499402,fixation,ADC07,a-pr13.png
4,630.5556319,630.6694164,1691,701,2.9652,1.4826,-4.5,3,113.7845,fixation,ADC07,a-pr13.png
4,630.6973803,630.8832986,1691,699,2.9652,4.4478,6,4.5,185.9183,fixation,ADC07,a-pr13.png
4,630.8853377,630.9232458,1692,698,2.9652,1.4826,-4.5,-5,37.90810006,fixation,ADC07,a-pr13.png
4,630.9593064,631.1481005,1653,829,2.9652,2.9652,5,-3,188.79409991132002,fixation,ADC07,a-pr13.png
4,631.1721399,631.361162,1438,868,2.9652,1.4826,6,3.5,189.0221001,fixation,ADC07,a-pr13.png
4,631.4039516,631.5219889,1139,882,2.9652,2.9652,7,-3,118.0373001,fixation,ADC07,a-pr13.png
4,631.5239424,631.6058539,1139,880,1.4826,1.4826,-6,-3.5,81.91150001,fixation,ADC07,a-pr13.png
4,631.6858733,631.9118126,889,748,2.9652,1.4826,4.5,4,225.9393,fixation,ADC07,a-pr13.png
4,631.9296971,632.1855711,847,728,5.9304,1.4826,-6.5,3,255.87400002404996,fixation,ADC07,a-pr13.png
4,632.1956704,632.3875593,790,721,2.9652,1.4826,-5,-2,191.88889995894002,fixation,ADC07,a-pr13.png
4,632.4151966,632.609358,989,699,2.9652,1.4826,-5,3,194.1614,fixation,ADC07,a-pr13.png
4,632.6213198,632.8292693,1048.5,713,2.2239,1.4826,-4,3,207.9495,fixation,ADC07,a-pr13.png
4,632.8671793,633.1531893,1408,696,2.9652,1.4826,4.5,-3,286.0100001,fixation,ADC07,a-pr13.png
