trial,start,end,x,y,mad.x,mad.y,peak.vx,peak.vy,dur,event,participant,image
13,368.8448477,368.8488573,593.5,640,9.6369,5.1891,-12.5,8,4.009600003,fixation,AD05,a-pr5.png
13,368.8518622,368.8690364,605,632,8.8956,5.9304,10.5,-6.5,17.1742,fixation,AD05,a-pr5.png
13,368.8718554,368.8749081,622,612,2.9652,1.4826,-12,7,3.0527000199071996,fixation,AD05,a-pr5.png
13,368.875858,368.8858517,607.5,613.5,8.1543,5.1891,18,-8,9.993700018,fixation,AD05,a-pr5.png
13,368.888943,368.8919369,594,620,1.4826,0,15,-8,2.99390002,fixation,AD05,a-pr5.png
13,368.8949289,368.8969708,607.5,605,6.6717,1.4826,6.5,-3,2.041899999,fixation,AD05,a-pr5.png
13,368.9018987,368.9068401,624,596,5.9304,7.413,-25,12.5,4.941399975,fixation,AD05,a-pr5.png
13,368.9108389,368.9138327,618,604,1.4826,0,-19,11.5,2.993800006,fixation,AD05,a-pr5.png
13,369.0049178,369.2638664,1427,786,7.413,11.8608,6.5,6,258.9486,fixation,AD05,a-pr5.png
13,369.2738598,369.5667537,1231,823,17.7912,5.9304,8,-6.5,292.8939,fixation,AD05,a-pr5.png
13,369.5945168,369.9506025,1674,713,2.9652,2.9652,-8,-8,356.0857,fixation,AD05,a-pr5.png
13,370.040508,370.4342762,1670,764,7.413,7.413,-37.5,-12,393.7682,fixation,AD05,a-pr5.png
13,370.4372406,370.4482387,1679,685,8.8956,2.9652,7,9,10.99809999,fixation,AD05,a-pr5.png
13,370.4653269,370.4691753,1669,674,0.7413,9.6369,-26.5,5.5,3.848399998,fixation,AD05,a-pr5.png
13,370.4781947,370.4851662,1676,683,5.9304,2.9652,-23.5,-14.5,6.971499999,fixation,AD05,a-pr5.png
13,370.4961611,370.4992199,1679,695,7.413,5.9304,-20,15,3.058800008,fixation,AD05,a-pr5.png
13,370.5082965,370.5101458,1744.5,667,73.3887,28.1694,-7.5,4.5,1.849299997,fixation,AD05,a-pr5.png
13,370.6202914,370.6238834,1810.5,607.5,6.6717,9.6369,46.5,-14,3.591999994,fixation,AD05,a-pr5.png
13,370.6501746,370.6531913,1810,601,7.413,2.9652,9,-2,3.0167000168148004,fixation,AD05,a-pr5.png
13,370.6640881,370.666108,1859.5,568,27.4281,8.8956,-3,3.5,2.0198999918647997,fixation,AD05,a-pr5.png
13,370.6771393,370.6791991,1797.5,606,8.1543,19.2738,5.5,6.5,2.0598000282916002,fixation,AD05,a-pr5.png
13,370.7100561,370.7140917,1779,619.5,12.6021,2.2239,-8.5,-10.5,4.035600025,fixation,AD05,a-pr5.png
13,370.7311847,370.7381274,1822,578,13.3434,7.413,-18.5,11.5,6.942699993,fixation,AD05,a-pr5.png
13,370.7431533,370.7443734,1556.5,643.5,409.9389,113.4189,-3,3.5,1.220099994,fixation,AD05,a-pr5.png
13,370.8930265,370.8989423,1620.5,561.5,35.5824,19.2738,-188.5,73,5.915800009,fixation,AD05,a-pr5.png
13,370.9419551,370.9445948,1696,616,14.826,16.3086,-5,5.5,2.639699998,fixation,AD05,a-pr5.png
13,371.0085514,371.0148763,1701.5,646,8.1543,20.0151,-10.5,-2.5,6.324899981,fixation,AD05,a-pr5.png
13,371.0207738,371.0270104,1701,661,11.1195,9.6369,-7.5,-13.5,6.236600022,fixation,AD05,a-pr5.png
13,371.2070624,371.2141046,1706,644,7.413,10.3782,-22.5,28.5,7.042199983,fixation,AD05,a-pr5.png
13,371.2280297,371.2391273,1711,673,10.3782,14.826,-8,-12,11.09759999,fixation,AD05,a-pr5.png
13,371.2479936,371.2520531,1715,678.5,2.2239,4.4478,8.5,7,4.059500005,fixation,AD05,a-pr5.png
13,371.255021,371.2580188,1718,688,4.4478,7.413,5.5,-14.5,2.9978,fixation,AD05,a-pr5.png
13,371.2590321,371.2628028,1717,686.5,0.7413,2.2239,2.5,13.5,3.770699985,fixation,AD05,a-pr5.png
13,371.2660897,371.2930593,1716,717,1.4826,11.8608,-11.5,52.5,26.96959999,fixation,AD05,a-pr5.png
13,371.2940886,371.3187242,1719,736,4.4478,4.4478,-12.5,-50.5,24.635600002511598,fixation,AD05,a-pr5.png
13,371.3197374,371.3570113,1718,744,4.4478,5.9304,10,-12.5,37.2739,fixation,AD05,a-pr5.png
13,371.3618835,371.3700725,1719,752,5.1891,5.1891,-14,-16.5,8.189000017,fixation,AD05,a-pr5.png
13,371.3710941,371.3750392,1723,745.5,2.9652,2.9652,10.5,-7,3.9450999865948004,fixation,AD05,a-pr5.png
13,371.3781713,371.38331,1722,762,1.4826,7.413,8.5,-13.5,5.138699993,fixation,AD05,a-pr5.png
13,371.3940905,371.4050294,1719,745,7.413,5.9304,9,11.5,10.938899997199801,fixation,AD05,a-pr5.png
13,371.408686,371.4340459,1703,755,8.8956,8.8956,-16,23,25.359899980685398,fixation,AD05,a-pr5.png
13,371.4370097,371.4400265,1692,740,1.4826,5.9304,-14.5,30.5,3.016800008,fixation,AD05,a-pr5.png
13,371.5409812,371.5440303,1184,559,13.3434,7.413,5,-5,3.049099992,fixation,AD05,a-pr5.png
13,371.5459659,371.5489298,1161,596,10.3782,8.8956,4.5,-6,2.9639,fixation,AD05,a-pr5.png
13,371.5599545,371.7538867,1106,726,4.4478,7.413,-8,-8.5,193.93219999619802,fixation,AD05,a-pr5.png
13,373.3299651,373.3439553,1671,773.5,1.4826,2.9652,3,4,13.990199991894801,fixation,AD05,a-pr5.png
14,381.3690229,381.6418251,1030,759,2.9652,2.9652,-8,4.5,272.8022,fixation,AD05,a-pr22.png
14,381.6469014,382.0177062,1232,782,5.9304,4.4478,-9,8,370.80480000258797,fixation,AD05,a-pr22.png
14,382.5146526,382.5184572,894,797,13.3434,4.4478,12,16.5,3.804599974,fixation,AD05,a-pr22.png
14,382.5205095,382.5224814,862.5,756.5,8.1543,14.0847,-2,-6.5,1.9718999974429001,fixation,AD05,a-pr22.png
14,382.5258849,382.5324305,910.5,831,0.7413,5.9304,17,19,6.545600004756101,fixation,AD05,a-pr22.png
14,382.5334602,382.7003852,903,845,2.9652,4.4478,-16,-29,166.925,fixation,AD05,a-pr22.png
14,382.7262941,383.115701,1190,767,14.826,37.065,-8,-7,389.4069,fixation,AD05,a-pr22.png
14,383.1396832,383.1437859,1576.5,712.5,9.6369,4.4478,-7,-5,4.102699993,fixation,AD05,a-pr22.png
14,383.1477517,385.7588739,1681.5,769.5,9.6369,8.1543,-9.5,-9.5,2611.1222,fixation,AD05,a-pr22.png
15,393.7894883,394.0810412,1115,786,2.9652,2.9652,8,-4,291.5529,fixation,AD05,a-pr30.png
15,394.1040047,394.1060279,730.5,769.5,2.2239,0.7413,7.5,0.5,2.023200002,fixation,AD05,a-pr30.png
15,394.1090457,394.5148163,678,752,4.4478,8.8956,-8,11.5,405.7706,fixation,AD05,a-pr30.png
15,394.5177653,394.5208525,694,653,8.8956,2.9652,4,1.5,3.0871999897499003,fixation,AD05,a-pr30.png
15,395.2293568,395.2313562,1083,658,19.2738,14.826,-6,5,1.999400005,fixation,AD05,a-pr30.png
15,395.2413581,395.2433919,1083.5,663.5,33.3585,14.0847,-4.5,-4.5,2.033800001,fixation,AD05,a-pr30.png
15,395.246615,395.2483464,1087.5,663,15.5673,4.4478,6.5,6,1.7314,fixation,AD05,a-pr30.png
15,395.2503441,395.2534707,1075,659,8.8956,2.9652,-7.5,4.5,3.126599977,fixation,AD05,a-pr30.png
15,395.256368,395.2583397,1055.5,643.5,12.6021,8.1543,7,2,1.971700009,fixation,AD05,a-pr30.png
15,395.2663995,395.269333,1100,678,8.8956,7.413,-19,-6,2.9335000126593003,fixation,AD05,a-pr30.png
15,395.2733716,395.2784128,1101,687,1.4826,10.3782,-9.5,-6.5,5.041199987,fixation,AD05,a-pr30.png
15,395.2794349,395.3233029,1107.5,701,5.1891,8.8956,8.5,-11.5,43.868,fixation,AD05,a-pr30.png
15,395.324316,395.3622802,1108,711.5,3.7065,6.6717,5.5,10.5,37.96420002,fixation,AD05,a-pr30.png
15,395.3632799,395.4193485,1111,713,2.9652,7.413,8,9.5,56.06860001,fixation,AD05,a-pr30.png
15,395.4473995,395.8760721,657,724,5.9304,20.7564,-9,15,428.67259998456603,fixation,AD05,a-pr30.png
15,395.8773283,395.8887008,654,586,4.4478,10.3782,11.5,-8,11.37249998,fixation,AD05,a-pr30.png
15,395.8904387,395.8924816,647,575.5,10.3782,6.6717,-6,4,2.0429000069270002,fixation,AD05,a-pr30.png
15,395.9043129,395.9064941,659,570,19.2738,16.3086,5.5,-7,2.18119999,fixation,AD05,a-pr30.png
15,395.9133644,395.9173908,644,586.5,1.4826,5.9304,9.5,-14.5,4.026400003567599,fixation,AD05,a-pr30.png
15,395.9184194,395.9263969,654,587.5,3.7065,4.4478,-9,-10,7.977500003,fixation,AD05,a-pr30.png
15,395.9295765,395.933343,644,610,3.7065,0.7413,-6.5,5,3.766499976,fixation,AD05,a-pr30.png
15,395.9354929,395.9375372,639,617.5,8.8956,9.6369,-5.5,2.5,2.044299988,fixation,AD05,a-pr30.png
15,395.9424906,395.9513847,652,619,4.4478,8.8956,-9,-13,8.89410001,fixation,AD05,a-pr30.png
15,395.9524023,395.9603437,649.5,626,6.6717,6.6717,11.5,-9.5,7.9413999919778995,fixation,AD05,a-pr30.png
15,395.9853871,395.9874055,696,586.5,34.0998,22.9803,-2.5,-3,2.018399995,fixation,AD05,a-pr30.png
15,396.044298,396.0474066,701,519,8.8956,2.9652,-14.5,9.5,3.108600007,fixation,AD05,a-pr30.png
15,396.0983227,396.1033815,691,523,29.652,10.3782,-7.5,-3,5.0588000030983995,fixation,AD05,a-pr30.png
15,396.1219381,396.1250123,663,537,5.9304,1.4826,17,-2,3.074200013,fixation,AD05,a-pr30.png
15,396.1501812,396.1539845,652,563.5,4.4478,5.1891,14.5,-9.5,3.803299989,fixation,AD05,a-pr30.png
15,396.161954,396.1647345,693.5,542.5,57.0801,33.3585,-5,1,2.780499985,fixation,AD05,a-pr30.png
15,396.1677725,396.1718859,694,537,5.9304,2.9652,-24.5,16.5,4.113399995,fixation,AD05,a-pr30.png
15,396.1787713,396.180706,675.5,543,28.9107,16.3086,2.5,-3,1.934699985,fixation,AD05,a-pr30.png
15,396.1821976,396.1868129,678,551,11.8608,11.8608,20.5,-11,4.615300006,fixation,AD05,a-pr30.png
15,396.1956909,396.1980013,652,572,10.3782,5.9304,13.5,-10,2.310399979,fixation,AD05,a-pr30.png
15,396.2077359,396.2107288,660,564,5.9304,8.8956,8,-7,2.992900001,fixation,AD05,a-pr30.png
15,396.2127761,396.2186685,679,550,14.826,11.8608,-14,16,5.892399991,fixation,AD05,a-pr30.png
15,396.2216438,396.2247316,666,548,10.3782,7.413,32.5,-15.5,3.087799996,fixation,AD05,a-pr30.png
15,396.2736112,396.2796246,651.5,562,19.2738,18.5325,-21,14.5,6.013400009,fixation,AD05,a-pr30.png
15,396.2837044,396.2857802,724,523,16.3086,13.3434,-23.5,17,2.0757999918713996,fixation,AD05,a-pr30.png
15,396.3114108,396.3146799,703,535,19.2738,2.9652,6.5,-4.5,3.269099989,fixation,AD05,a-pr30.png
15,396.3159747,396.3180256,714,526,26.6868,14.826,-5,3.5,2.050899981,fixation,AD05,a-pr30.png
15,396.3645589,396.3659532,697,535,10.3782,8.8956,3.5,4,1.394300014,fixation,AD05,a-pr30.png
15,396.38676,396.3905835,692,527,2.9652,1.4826,-25,16,3.823500005,fixation,AD05,a-pr30.png
15,396.3955943,396.398553,742,504,25.2042,7.413,8.5,-2.5,2.958700003,fixation,AD05,a-pr30.png
15,396.4025788,396.4067337,743.5,497,29.652,12.6021,32.5,-16.5,4.154900002,fixation,AD05,a-pr30.png
15,396.4105859,396.4137269,759,492,25.2042,2.9652,12,2,3.1410000210597997,fixation,AD05,a-pr30.png
15,396.4255943,396.4275541,752,494.5,28.1694,15.5673,6,-3,1.9597999944380002,fixation,AD05,a-pr30.png
15,396.4416078,396.4436425,779,484,34.0998,14.826,3.5,-2.5,2.034700003,fixation,AD05,a-pr30.png
15,396.4637182,396.4666329,789,470,1.4826,0,-20,13,2.914699997,fixation,AD05,a-pr30.png
15,396.4864877,396.4885239,783.5,473,54.1149,25.2042,-0.5,1.5,2.036200003,fixation,AD05,a-pr30.png
15,396.5035055,396.5055409,759,478,68.1996,25.2042,-4.5,4,2.035400008,fixation,AD05,a-pr30.png
15,396.5414745,396.5435165,748,478.5,5.9304,6.6717,2.5,4,2.04199998,fixation,AD05,a-pr30.png
15,396.6194347,396.6211607,796.5,449,17.0499,10.3782,-1,4.5,1.726000006,fixation,AD05,a-pr30.png
15,396.626447,396.6304981,762,459.5,54.1149,22.9803,12.5,-5.5,4.051099997,fixation,AD05,a-pr30.png
15,396.6394207,396.6410984,798.5,446,8.1543,1.4826,-8,3.5,1.677699989,fixation,AD05,a-pr30.png
15,396.687369,396.6894754,857.5,420,73.3887,23.7216,1.5,-2,2.1064000011391997,fixation,AD05,a-pr30.png
15,396.7025062,396.704363,872.5,423.5,15.5673,5.1891,-6.5,-2,1.856799996,fixation,AD05,a-pr30.png
1,351.2549946,351.4218962,1332,656,1.4826,1.4826,-2,-3,166.90159999416198,fixation,AD06,a-pr16.png
1,351.4668759,351.6347566,1772,588,1.4826,1.4826,2,2,167.8807,fixation,AD06,a-pr16.png
2,362.5718391,362.8086974,1318,654,2.9652,1.4826,3,-2,236.85830000613402,fixation,AD06,a-pr30.png
2,362.8437471,363.0086561,1000,640,1.4826,1.4826,-3.5,-1.5,164.909,fixation,AD06,a-pr30.png
2,363.0151228,363.2214427,1036,622,1.4826,1.4826,-2.5,1.5,206.3199,fixation,AD06,a-pr30.png
2,363.4902979,364.2918363,913,582,2.9652,1.4826,3.5,1.5,801.5384,fixation,AD06,a-pr30.png
2,364.2968717,364.4718908,865,579,1.4826,1.4826,2.5,1,175.0191,fixation,AD06,a-pr30.png
2,364.4778896,366.0729703,902.5,575.5,2.2239,0.7413,-2.5,2,1595.0807,fixation,AD06,a-pr30.png
3,374.1113143,374.37523,1342,655,1.4826,1.4826,3,-2,263.91570002306304,fixation,AD06,a-pr32.png
3,374.3782997,374.5349709,1323,634,1.4826,1.4826,-3,3,156.6712,fixation,AD06,a-pr32.png
3,374.5713114,374.7780772,1625,584,1.4826,1.4826,-2.5,2,206.7658,fixation,AD06,a-pr32.png
4,389.1063184,389.326876,1247,640,1.4826,1.4826,3,1.5,220.55759999784598,fixation,AD06,a-pr10.png
4,389.3559666,389.5807738,1065,638,2.9652,1.4826,3,2,224.8072,fixation,AD06,a-pr10.png
4,390.1564677,390.358336,1046,629,1.4826,1.4826,-2.5,-1.5,201.8683,fixation,AD06,a-pr10.png
4,390.3943119,390.5503406,840,613,1.4826,1.4826,2.5,1,156.0287,fixation,AD06,a-pr10.png
4,390.5816786,390.7611926,1080,624,1.4826,1.4826,-3,1,179.514,fixation,AD06,a-pr10.png
5,400.4149134,400.6378063,1342,654,1.4826,1.4826,-2,-1.5,222.8929,fixation,AD06,a-pr1.png
5,400.6697327,400.8357366,1107,609,1.4826,1.4826,2.5,1.5,166.0039,fixation,AD06,a-pr1.png
5,400.8506287,401.0705059,1048,545,1.4826,1.4826,3,2.5,219.8772,fixation,AD06,a-pr1.png
5,401.0730195,401.3241374,1021,535,1.4826,1.4826,2,1.5,251.1179,fixation,AD06,a-pr1.png
5,401.3314913,401.6673751,1060,524,4.4478,1.4826,3,-1,335.8838,fixation,AD06,a-pr1.png
5,401.6753375,401.9721352,1009,526,2.9652,1.4826,-4,1.5,296.7977,fixation,AD06,a-pr1.png
5,402.0295625,402.2341905,1696,529,1.4826,1.4826,-3.5,1.5,204.628,fixation,AD06,a-pr1.png
5,402.2401493,402.3671808,1723,543,2.9652,1.4826,-2.5,-1.5,127.0315,fixation,AD06,a-pr1.png
6,412.3918559,412.6638273,1328,660,2.9652,1.4826,-3.5,-2,271.9714,fixation,AD06,a-pr4.png
6,412.6788556,412.933885,1420,641,1.4826,1.4826,-3,2,255.02939999569202,fixation,AD06,a-pr4.png
7,430.3051991,430.3742768,1348,652,1.4826,1.4826,-1.5,3.5,69.0777,fixation,AD06,a-pr22.png
7,430.3752936,430.5861308,1347,655,1.4826,1.4826,-3,-3.5,210.8372,fixation,AD06,a-pr22.png
7,430.60412,430.7819865,1438,633,1.4826,1.4826,-2.5,2.5,177.8665,fixation,AD06,a-pr22.png
7,430.8039813,430.9328995,1360,546,1.4826,2.9652,3,2,128.91819998913002,fixation,AD06,a-pr22.png
7,430.974907,431.1487833,1623,555.5,1.4826,2.2239,2.5,-1.5,173.8763,fixation,AD06,a-pr22.png
7,431.1538074,431.6755153,1660,566,2.9652,1.4826,-2.5,2,521.7079,fixation,AD06,a-pr22.png
8,441.3027662,441.5858501,1347,643,1.4826,1.4826,3,-1.5,283.0839,fixation,AD06,a-pr23.png
8,441.6067905,441.8886449,1183,633,1.4826,1.4826,2.5,-2,281.85440000379504,fixation,AD06,a-pr23.png
9,452.6114831,452.7774059,1345,639,1.4826,1.4826,-2,2,165.9228,fixation,AD06,a-pr13.png
9,452.8033798,452.9992638,1135,612,2.9652,1.4826,3,-1.5,195.884,fixation,AD06,a-pr13.png
9,453.025293,453.2121586,946,631,1.4826,1.4826,3,1,186.8656,fixation,AD06,a-pr13.png
9,453.2141848,453.4390411,927,635,1.4826,1.4826,2.5,2,224.8563,fixation,AD06,a-pr13.png
9,454.4634206,454.5703639,881,603,2.9652,1.4826,2.5,1.5,106.9433,fixation,AD06,a-pr13.png
10,465.749588,465.9054125,1358,673,1.4826,1.4826,2.5,-2.5,155.8245,fixation,AD06,a-pr5.png
10,465.9444798,466.1697999,1179,684,2.9652,1.4826,3.5,1.5,225.32009996939502,fixation,AD06,a-pr5.png
10,466.1797586,466.5355768,1113.5,682,5.1891,1.4826,3,-1.5,355.8182,fixation,AD06,a-pr5.png
10,466.5375328,467.1901608,1150,698,1.4826,1.4826,-2.5,-1.5,652.628,fixation,AD06,a-pr5.png
10,467.205277,467.4112944,1250,664,2.9652,1.4826,3.5,2,206.0174,fixation,AD06,a-pr5.png
10,467.4219814,467.7080065,1188,657,2.9652,1.4826,2.5,1.5,286.0251,fixation,AD06,a-pr5.png
11,480.3887043,480.6396491,1380,646,1.4826,1.4826,2,2,250.94480002007901,fixation,AD06,a-pr6.png
11,480.6416322,481.0481894,1417,638,1.4826,2.9652,-3.5,-2,406.5572,fixation,AD06,a-pr6.png
11,481.0575875,481.2665561,1347,632,1.4826,1.4826,-3,-3,208.9686,fixation,AD06,a-pr6.png
11,481.304547,482.3558037,1701,618,2.9652,1.4826,-2.5,2,1051.2567,fixation,AD06,a-pr6.png
12,493.1995521,493.4174709,1575,661,1.4826,1.4826,-2,-2,217.9188,fixation,AD06,a-pr14.png
12,493.4335032,493.5783206,1673,646,1.4826,1.4826,-2.5,1.5,144.8174,fixation,AD06,a-pr14.png
12,493.5883955,493.7933028,1723,625,1.4826,1.4826,-2.5,1.5,204.9073,fixation,AD06,a-pr14.png
12,493.8002119,494.118048,1751.5,618,2.2239,1.4826,-2.5,1.5,317.8361,fixation,AD06,a-pr14.png
12,494.1741012,494.3548806,1093,605,1.4826,2.9652,3,1.5,180.7794,fixation,AD06,a-pr14.png
12,494.365897,494.5187768,1025,612,1.4826,1.4826,3,-1.5,152.8798,fixation,AD06,a-pr14.png
12,494.5427742,494.7536638,901,584,1.4826,1.4826,3,-1.5,210.88960001361602,fixation,AD06,a-pr14.png
12,494.7686743,494.9817542,814,573,1.4826,1.4826,3,1.5,213.0799,fixation,AD06,a-pr14.png
12,494.9897537,495.151636,847,555,1.4826,1.4826,-2,2,161.8823,fixation,AD06,a-pr14.png
13,505.510839,505.6634862,1367,662,1.4826,1.4826,2,-2.5,152.64719999686298,fixation,AD06,a-pr21.png
13,505.677483,505.9083003,1293,660,1.4826,1.4826,3,2,230.8173,fixation,AD06,a-pr21.png
13,505.9452792,506.2781472,1653,635,1.4826,1.4826,-2.5,2,332.868,fixation,AD06,a-pr21.png
13,506.3291504,506.5501383,1116,641,1.4826,2.9652,2,-2,220.9879,fixation,AD06,a-pr21.png
13,506.5620751,507.117566,1040,660,1.4826,2.9652,3,1.5,555.4909,fixation,AD06,a-pr21.png
13,507.1375375,507.2966036,952,687,1.4826,1.4826,2.5,-1,159.06610002275602,fixation,AD06,a-pr21.png
13,507.3064655,507.4784929,889,693,2.9652,1.4826,2,-1,172.0274,fixation,AD06,a-pr21.png
14,518.7203473,518.9503896,1499,657,1.4826,1.4826,-2.5,-2,230.0423,fixation,AD06,a-pr26.png
15,528.5881277,528.7481498,1376,651,1.4826,1.4826,-2,2,160.0221,fixation,AD06,a-pr19.png
15,528.7800148,528.9989628,1608,623,1.4826,1.4826,-3.5,-2.5,218.94799997971901,fixation,AD06,a-pr19.png
15,529.0069259,530.0824609,1677,633,2.9652,1.4826,-2.5,-2,1075.5350000108601,fixation,AD06,a-pr19.png
1,601.7078383,602.0416885,1236,690,4.4478,2.9652,-8,-5,333.8502,fixation,AD07,a-pr4.png
1,602.0706658,602.5514614,1689,693,5.9304,7.413,11.5,6,480.7956,fixation,AD07,a-pr4.png
1,602.5584738,602.9793392,1526,680,2.9652,2.9652,9.5,-5.5,420.8654,fixation,AD07,a-pr4.png
1,602.9822887,603.1308987,1633,700,2.9652,2.9652,-8,-6.5,148.61,fixation,AD07,a-pr4.png
1,603.1581652,603.1621091,1270.5,651,5.9304,3.7065,6.5,4.5,3.9438999956472998,fixation,AD07,a-pr4.png
1,603.1641748,603.6048717,1252,643,4.4478,1.4826,-6,-4.5,440.6969,fixation,AD07,a-pr4.png
1,603.6071804,603.8677356,1255,762,5.9304,2.9652,-8,-8.5,260.5552,fixation,AD07,a-pr4.png
1,603.895916,604.2485459,1584,771,4.4478,4.4478,-9.5,7.5,352.6299,fixation,AD07,a-pr4.png
1,604.2794876,605.3238921,1960,665,22.239,2.9652,7.5,7.5,1044.4045000331198,fixation,AD07,a-pr4.png
1,605.4079259,605.4128615,1543,560,2.9652,14.826,6,-11,4.935599951,fixation,AD07,a-pr4.png
1,605.4158782,605.6017085,1516,609,8.1543,8.8956,11,-6,185.8303,fixation,AD07,a-pr4.png
1,605.6207916,605.8556654,1225,533,8.8956,4.4478,8.5,-4,234.87379997095601,fixation,AD07,a-pr4.png
1,605.8816539,606.2135425,1534,662,4.4478,5.9304,7.5,-6,331.88859996152996,fixation,AD07,a-pr4.png
1,606.2384828,606.8302709,1202,645,4.4478,1.4826,6.5,-4.5,591.7881000059419,fixation,AD07,a-pr4.png
1,606.8733716,607.3333145,1917,660,2.9652,5.1891,-11,5.5,459.9429,fixation,AD07,a-pr4.png
1,607.3353495,607.3383237,1878,661,7.413,0,8,-3,2.974200004,fixation,AD07,a-pr4.png
1,607.3412985,607.6252572,1758,665,2.9652,2.9652,7.5,5.5,283.9587,fixation,AD07,a-pr4.png
2,617.2727064,617.6606338,1437,734,4.4478,10.3782,8,11,387.9274,fixation,AD07,a-pr1.png
2,617.6645964,617.6697041,1346,722,14.826,2.9652,9,4,5.1077000098303005,fixation,AD07,a-pr1.png
2,617.6706477,617.6885519,1301.5,711.5,12.6021,8.1543,10,6.5,17.904200023622302,fixation,AD07,a-pr1.png
2,617.6906244,617.9699062,1229,703,5.9304,5.9304,-9.5,7.5,279.2818,fixation,AD07,a-pr1.png
2,617.9773748,618.6640155,1103,618,32.6172,14.826,-9,6,686.6407,fixation,AD07,a-pr1.png
2,618.6990028,620.1641561,1595,731,8.8956,10.3782,-8.5,9.5,1465.1533,fixation,AD07,a-pr1.png
2,620.2741752,620.2801224,1842,749,5.1891,7.413,5.5,-10.5,5.947199956,fixation,AD07,a-pr1.png
2,620.2831755,620.6319325,1815,755,5.9304,10.3782,8,9.5,348.757,fixation,AD07,a-pr1.png
2,620.6450133,622.3729384,1589,717,4.4478,4.4478,8,-6.5,1727.9251000145498,fixation,AD07,a-pr1.png
3,630.4037823,630.5606144,1460,735,7.413,5.9304,-5.5,9,156.8321,fixation,AD07,a-pr14.png
3,630.5627318,630.5656677,1432,723,7.413,0,5,0.5,2.935900004,fixation,AD07,a-pr14.png
3,630.5926745,630.9414347,1016,682,11.8608,10.3782,8.5,-6,348.7602,fixation,AD07,a-pr14.png
3,631.1752982,631.1792825,1647.5,788.5,3.7065,3.7065,-186,-35.5,3.984300012,fixation,AD07,a-pr14.png
3,631.1862579,631.2192484,1650,792,2.9652,7.413,184,-34,32.99050004,fixation,AD07,a-pr14.png
3,631.2203259,631.2272334,1654,796,2.9652,1.4826,-185,-38,6.907499977,fixation,AD07,a-pr14.png
3,631.2283477,631.244335,1652,791.5,1.4826,5.1891,189.5,37.5,15.98730002,fixation,AD07,a-pr14.png
3,631.2453567,631.2522992,1654,785,4.4478,2.9652,-187.5,37.5,6.942500011,fixation,AD07,a-pr14.png
3,631.2533,631.2631857,1653.5,785,2.2239,3.7065,188.5,-34.5,9.885700012091501,fixation,AD07,a-pr14.png
3,631.2641986,631.2782444,1651.5,780.5,5.1891,5.9304,189,32.5,14.04579997,fixation,AD07,a-pr14.png
3,631.2792546,631.2983125,1655,780,2.9652,4.4478,-188,-31.5,19.057900004554497,fixation,AD07,a-pr14.png
3,631.3102048,631.3129252,1792.5,726,11.1195,4.4478,-9,0,2.720400007,fixation,AD07,a-pr14.png
3,631.3173314,631.8478814,1846,683,7.413,13.3434,-12,7,530.55,fixation,AD07,a-pr14.png
3,631.8509283,632.0548327,1686,675,2.9652,2.9652,14,6,203.9044,fixation,AD07,a-pr14.png
3,632.0888518,632.4366993,1155,662,5.9304,2.9652,7.5,-5,347.84749998652796,fixation,AD07,a-pr14.png
3,632.4398619,632.667582,1010,661,4.4478,2.9652,12.5,7.5,227.7201,fixation,AD07,a-pr14.png
3,632.6685995,632.678622,1002.5,665.5,3.7065,2.2239,11,-5.5,10.02249995,fixation,AD07,a-pr14.png
3,632.7275431,633.5271685,1859,667,13.3434,7.413,-8,-6.5,799.6254,fixation,AD07,a-pr14.png
3,635.1242187,635.1352138,1851,683,2.9652,5.9304,5.5,5.5,10.995100034051601,fixation,AD07,a-pr14.png
4,643.1675007,643.3942957,1435,723,4.4478,5.9304,-7,11,226.795,fixation,AD07,a-pr21.png
4,643.3952611,643.4152457,1439,722,4.4478,7.413,-3,17,19.98460002,fixation,AD07,a-pr21.png
4,643.4173012,643.4962005,1439.5,726,3.7065,5.9304,-5.5,10,78.89930003,fixation,AD07,a-pr21.png
4,643.5202232,643.730197,1090,689,4.4478,4.4478,11.5,6,209.9738,fixation,AD07,a-pr21.png
4,643.7362252,643.7390686,989,693,5.9304,2.9652,7,-2,2.843400012,fixation,AD07,a-pr21.png
4,643.7441456,644.1019886,897.5,699,5.1891,4.4478,-11.5,-6.5,357.84299999067997,fixation,AD07,a-pr21.png
4,644.2120676,644.2160509,1600.5,745.5,2.9652,3.7065,161,17.5,3.9833000046200997,fixation,AD07,a-pr21.png
4,644.2169294,644.2321009,1595,746,7.413,13.3434,-157.5,-17.5,15.171499981079299,fixation,AD07,a-pr21.png
4,644.2549468,644.2590332,1437,734,232.7682,20.7564,159.5,15,4.086399975,fixation,AD07,a-pr21.png
4,644.3531751,644.3580497,1589,737,4.4478,5.9304,155.5,6.5,4.874599981,fixation,AD07,a-pr21.png
4,644.361965,644.3880727,1587,730.5,4.4478,5.9304,-155.5,-10.5,26.10770002,fixation,AD07,a-pr21.png
4,644.393947,644.704984,1510,703,2.9652,10.3782,-8.5,-12,311.037,fixation,AD07,a-pr21.png
4,644.7305998,644.9049008,1879,700,2.9652,4.4478,-7.5,6,174.301,fixation,AD07,a-pr21.png
4,644.9424587,645.2233488,1313,564,4.4478,2.9652,6.5,-7.5,280.8901,fixation,AD07,a-pr21.png
